"Symbol";"Name";"MarketCap";"Exchange"
"FCM";"First Trust/Four Corners Senior Floating Rate Income Fund";"$68.3";"AMEX"
"FCO";"Aberdeen Global Income Fund, Inc.";"$108.0";"AMEX"
"FDD";"First Trust Exchange-Traded Fund II";"$8.2";"AMEX"
"FDL";"First Trust Morningstar Dividend Leaders Index Fund";"$57.7";"AMEX"
"FDM";"First Trust Dow Jones Select MicroCap Index(sm) Fund";"$12.5";"AMEX"
"FDN";"First Trust Dow Jones Internet Indexsm Fund";"$50.8";"AMEX"
"FDT";"Federal Trust Corporation";"$5.5";"AMEX"
"FDV";"First Trust DB Strategic Value Index Fund";"$20.0";"AMEX"
"FEN";"Energy Income and Growth Fund";"$142.5";"AMEX"
"FEP";"Franklin Electronic Publishers, Inc.";"$15.6";"AMEX"
"FEV";"Eaton Vance Florida Municipal Income Trust";"$51.2";"AMEX"
"FEX";"First Trust Exchange-Traded Fund";"$4.8";"AMEX"
"FFI";"Fortune Diversified Industries, Inc.";"$14.2";"AMEX"
"FFR";"First Trust Exchange-Traded Fund II";"$3.9";"AMEX"
"FGD";"First Trust Exchange-Traded Fund II";"$2.3";"AMEX"
"FHC";"Female Health Company (The)";"$63.8";"AMEX"
"FLL";"Full House Resorts, Inc.";"$34.8";"AMEX"
"FLT";"Flight Safety Technologies, Inc.";"$8.0";"AMEX"
"FLT-WT";"Flight Safety Technologies, Inc.";"$0.0";"AMEX"
"FNV-U";"First Class Navigation Corporation";"NA";"AMEX"
"FNX";"First Trust Exchange-Traded Fund";"$5.0";"AMEX"
"FOA";"Merrill Lynch & Co., Inc.";"NA";"AMEX"
"FOH";"Frederick's of Hollywood Group";"$32.7";"AMEX"
"FPB";"Fountain Powerboat Industries, Inc.";"$2.8";"AMEX"
"FPI";"First Trust Advantage Preferred Income Fund";"$24.7";"AMEX"
"FPP";"FieldPoint Petroleum Corporation";"$38.7";"AMEX"
"FPU";"Florida Public Utilities Company";"$73.1";"AMEX"
"FPX";"First Trust IPOX-100 Index Fund";"$20.7";"AMEX"
"FRD";"Friedman Industries Inc.";"$53.6";"AMEX"
"FRG";"Fronteer Development Group Inc.";"$389.4";"AMEX"
"FRI";"First Trust S&P REIT Index Fund";"$2.1";"AMEX"
"FRS";"Frisch's Restaurants, Inc.";"$110.0";"AMEX"
"FSI";"Flexible Solutions International Inc.";"$30.9";"AMEX"
"FSN";"Fusion Telecommunications International, Inc.";"$8.6";"AMEX"
"FSN-WT";"Fusion Telecommunications International, Inc.";"$0.0";"AMEX"
"FSP";"Franklin Street Properties Corp.";"$952.2";"AMEX"
"FTA";"First Trust Exchange-Traded Fund";"$4.4";"AMEX"
"FTC";"First Trust Exchange-Traded Fund";"$5.4";"AMEX"
"FTF";"Franklin Templeton Limited Duration Income Trust";"$290.8";"AMEX"
"FUE";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$4.7";"AMEX"
"FVD";"First Trust Value Line  Dividend Index Fund";"$445.8";"AMEX"
"FVE";"Five Star Quality Care, Inc.";"$127.6";"AMEX"
"FVI";"First Trust Value Line Equity Allocation Index(sm)Fund";"$13.4";"AMEX"
"FVL";"First Trust Value Line  100 Exchange-Traded Fund";"$274.4";"AMEX"
"FWV";"First West Virginia Bancorp, Inc.";"$22.2";"AMEX"
"FXD";"First Trust Exchange-Traded Fund";"$1.3";"AMEX"
"FXG";"First Trust Exchange-Traded Fund";"$2.6";"AMEX"
"FXH";"First Trust Exchange-Traded Fund";"$3.6";"AMEX"
"FXL";"First Trust Exchange-Traded Fund";"$3.6";"AMEX"
"FXN";"First Trust Exchange-Traded Fund";"$6.8";"AMEX"
"FXO";"First Trust Exchange-Traded Fund";"$1.1";"AMEX"
"FXP";"ProShares Trust";"$0.0";"AMEX"
"FXR";"First Trust Exchange-Traded Fund";"$4.2";"AMEX"
"FXU";"First Trust Exchange-Traded Fund";"$2.5";"AMEX"
"FXX";"FOXBY CORP";"$6.3";"AMEX"
"FXZ";"First Trust Exchange-Traded Fund";"$3.1";"AMEX"
"FYR";"Sapphire Industrials Corp.";"$940.0";"AMEX"
"FYR-U";"Sapphire Industrials Corp.";"$0.0";"AMEX"
"FYR-WT";"Sapphire Industrials Corp.";"$0.0";"AMEX"
"FYX";"First Trust Exchange-Traded Fund";"$4.6";"AMEX"
"FZN";"CUISINE SOLUTIONS INC";"$36.9";"AMEX"
"GAC";"Geneva Acquisition Corporation";"$80.5";"AMEX"
"GAC-U";"Geneva Acquisition Corporation";"$0.0";"AMEX"
"GAC-WT";"Geneva Acquisition Corporation";"$0.0";"AMEX"
"GAF";"SPDR Index Shares Fund";"$25.3";"AMEX"
"GAN";"GAINSCO, Inc.";"$78.8";"AMEX"
"GBC";"Morgan Stanley";"$27.8";"AMEX"
"GBH";"Green Builders, Inc";"$24.5";"AMEX"
"GBI";"MORGAN STANLEY";"$21.6";"AMEX"
"GBN";"Great Basin Gold, Ltd.";"$724.1";"AMEX"
"GBO";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"GBR";"New Concept Energy, Inc";"$11.3";"AMEX"
"GCC";"GreenHaven Continuous Commodity Index Fund";"NA";"AMEX"
"GDX";"Market Vectors ETF Trust";"$1,524.8";"AMEX"
"GEE";"Global Entertainment Corporation";"$11.3";"AMEX"
"GEL";"Genesis Energy, L.P.";"$675.2";"AMEX"
"GFN";"General Finance Corporation";"$52.3";"AMEX"
"GFN-U";"General Finance Corporation";"$53.9";"AMEX"
"GFN-WT";"General Finance Corporation";"$0.0";"AMEX"
"GGA";"GSC Acquisition Company";"$237.6";"AMEX"
"GGA-U";"GSC Acquisition Company";"$0.0";"AMEX"
"GGA-WT";"GSC Acquisition Company";"$0.0";"AMEX"
"GGN";"The Gabelli Global Goldn Natural Resources & Income Trust";"$538.2";"AMEX"
"GGN-PA";"The Gabelli Global Goldn Natural Resources & Income Trust";"$100.4";"AMEX"
"GGR";"GeoGlobal Resources Inc.";"$172.6";"AMEX"
"GGW";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"GHC";"Global Consumer Acquisition Corp";"$368.2";"AMEX"
"GHC-U";"Global Consumer Acquisition Corp";"$0.0";"AMEX"
"GHC-WT";"Global Consumer Acquisition Corp";"$0.0";"AMEX"
"GHM";"Graham Corporation";"$403.5";"AMEX"
"GHN";"Granahan McCourt Acquisition Corporation";"$114.1";"AMEX"
"GHN-U";"Granahan McCourt Acquisition Corporation";"$0.0";"AMEX"
"GHN-WT";"Granahan McCourt Acquisition Corporation";"$0.0";"AMEX"
"GHQ";"GHL Acquisition Corp";"$449.1";"AMEX"
"GHQ-U";"GHL Acquisition Corp";"$0.0";"AMEX"
"GHQ-WT";"GHL Acquisition Corp";"$0.0";"AMEX"
"GIA";"Gulfstream International Group, Inc";"$5.8";"AMEX"
"GIC";"MORGAN STANLEY";"$39.1";"AMEX"
"GII";"streetTRACKS Index Shares Funds";"$16.8";"AMEX"
"GIT";"MORGAN STANLEY";"$18.6";"AMEX"
"GIW";"Wilber Corporation";"$85.1";"AMEX"
"GKO";"Merrill Lynch";"$0.0";"AMEX"
"GLA";"Clark Holdings Inc";"$25.3";"AMEX"
"GLA-U";"Clark Holdings Inc";"$0.0";"AMEX"
"GLA-WT";"Clark Holdings Inc";"$0.0";"AMEX"
"GLL";"MORGAN STANLEY";"$13.2";"AMEX"
"GLO";"Clough Global Opportunities Fund";"$851.1";"AMEX"
"GLQ";"Clough Global Equity Fund";"$324.9";"AMEX"
"GLU";"Gabelli Global Utility";"$60.3";"AMEX"
"GLV";"Clough Global Allocation Fund";"$208.1";"AMEX"
"GMF";"SPDR Index Shares Fund";"$47.5";"AMEX"
"GML";"SPDR Index Shares Fund";"$81.2";"AMEX"
"GMM";"SPDR Index Shares Fund";"$39.9";"AMEX"
"GMO";"General Moly, Inc";"$502.4";"AMEX"
"GNB";"New Generation Biofuels Holdings, Inc";"$85.2";"AMEX"
"GOC";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"GOE";"Credit Suisse Group";"$0.0";"AMEX"
"GOK";"Geokinetics, Inc.";"$162.2";"AMEX"
"GOV";"Gouverneur Bancorp, Inc.";"$17.9";"AMEX"
"GPH";"Golden Pond Healthcare, Inc";"$155.0";"AMEX"
"GPH-U";"Golden Pond Healthcare, Inc";"$0.0";"AMEX"
"GPH-WT";"Golden Pond Healthcare, Inc";"$0.0";"AMEX"
"GPR";"GEOPETRO RESOURCES CO";"$89.9";"AMEX"
"GQN";"Global Brands Acquisition Corp";"$334.2";"AMEX"
"GQN-U";"Global Brands Acquisition Corp";"$0.0";"AMEX"
"GQN-WT";"Global Brands Acquisition Corp";"$0.0";"AMEX"
"GRC";"Gorman-Rupp Company (The)";"$663.9";"AMEX"
"GRF";"Eagle Capital Growth Fund, Inc.";"$18.4";"AMEX"
"GRH";"GreenHunter Energy Inc";"$247.0";"AMEX"
"GRI";"ALPS ETF Trust";"NA";"AMEX"
"GRS";"Gammon Lake Resources, Inc.";"$1,197.8";"AMEX"
"GRU";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$8.3";"AMEX"
"GRZ";"Gold Reserve Inc";"$86.7";"AMEX"
"GSB";"GlobalSCAPE, Inc.";"$30.4";"AMEX"
"GSS";"Golden Star Resources, Ltd";"$589.9";"AMEX"
"GST";"Gastar Exploration";"$520.5";"AMEX"
"GSX";"GASCO ENERGY INC";"$413.9";"AMEX"
"GTA";"Golf Trust of America, Inc.";"$11.8";"AMEX"
"GTE";"Gran Tierra Energy Inc.";"$665.5";"AMEX"
"GTF";"Cytomedix, Inc. New";"$22.4";"AMEX"
"GTU";"Central Gold Trust";"$148.4";"AMEX"
"GUR";"SPDR Index Shares Fund";"$37.6";"AMEX"
"GV";"Goldfield Corporation (The)";"$13.2";"AMEX"
"GVP";"GSE Systems, Inc.";"$137.8";"AMEX"
"GW";"Grey Wolf, Inc.";"$1,604.2";"AMEX"
"GWL";"SPDR Index Shares Fund";"$17.3";"AMEX"
"GWX";"SPDR Index Shares Fund";"$280.0";"AMEX"
"GXC";"streetTracks Index Shares Funds";"$150.0";"AMEX"
"GZV";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"HAO";"Claymore Exchange-Traded Fund Trust 2";"$0.0";"AMEX"
"HBE";"Henry Bros. Electronics, Inc.";"$34.1";"AMEX"
"HCM";"Hanover Capital Mortgage Holdings, Inc.";"$0.9";"AMEX"
"HDJ";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"HDS";"Alpha Security Group Corporation";"$72.8";"AMEX"
"HDS-U";"Alpha Security Group Corporation";"$0.0";"AMEX"
"HDS-WT";"Alpha Security Group Corporation";"$0.0";"AMEX"
"HDY";"HyperDynamics Corporation";"$90.7";"AMEX"
"HEB";"Hemispherx BioPharma, Inc.";"$65.1";"AMEX"
"HEV";"Ener1 Inc";"$665.4";"AMEX"
"HFB";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"HGI";"Claymore Exchange-Traded Fund Trust 2";"$7.9";"AMEX"
"HH";"Hooper Holmes, Inc.";"$67.3";"AMEX"
"HHH";"Merrill Lynch Internet HOLDRS";"$270.3";"AMEX"
"HIA";"Highlands Acquisition Corp";"$159.4";"AMEX"
"HIA-U";"Highlands Acquisition Corp";"$149.1";"AMEX"
"HIA-WT";"Highlands Acquisition Corp";"$0.0";"AMEX"
"HKN";"HKN, Inc.";"$89.1";"AMEX"
"HLD";"Secure America Acquisition Corporation";"$92.3";"AMEX"
"HLD-U";"Secure America Acquisition Corporation";"$0.0";"AMEX"
"HLD-WT";"Secure America Acquisition Corporation";"$0.0";"AMEX"
"HLM-P";"Hillman Group Capital Trust";"$125.7";"AMEX"
"HMG";"HMG/Courtland Properties, Inc.";"$7.4";"AMEX"
"HMR";"Sports Properties Acquisition";"$253.3";"AMEX"
"HMR-U";"Sports Properties Acquisition";"$0.0";"AMEX"
"HMR-WT";"Sports Properties Acquisition";"$0.0";"AMEX"
"HNW";"Pioneer Diversified High Income Trust";"$152.9";"AMEX"
"HOL";"China Holdings Acquisition Corporation";"$147.0";"AMEX"
"HOL-U";"China Holdings Acquisition Corporation";"$0.0";"AMEX"
"HOL-WT";"China Holdings Acquisition Corporation";"$0.0";"AMEX"
"HPB";"MORGAN STANLEY";"$16,500.0";"AMEX"
"HPD";"MORGAN STANLEY";"$14.8";"AMEX"
"HPJ";"Hong Kong Highpower Technology";"NA";"AMEX"
"HQS";"HQ Sustainable Maritime Industries, Inc.";"$175.6";"AMEX"
"HRO";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"HRT";"Arrhythmia Research Technology Inc.";"$12.6";"AMEX"
"HSJ";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"HSR";"Hi-Shear Technology Corp.";"$79.0";"AMEX"
"HTC";"Hungarian Telephone & Cable Corp.";"$322.0";"AMEX"
"HTM";"U.S. Geothermal Inc.";"$144.5";"AMEX"
"HWG";"Hallwood Group Incorporated";"$99.1";"AMEX"
"HWK";"Hawk Corporation";"$139.5";"AMEX"
"HX";"Halifax Corporation";"$2.3";"AMEX"
"HYG";"iShares Trust";"$18.5";"AMEX"
"IAF";"Aberdeen Australia Equity Fund Inc";"$272.1";"AMEX"
"IAH";"Merrill Lynch Internet Architecture HOLDRS";"$70.2";"AMEX"
"IAN";"Inter-Atlantic Financial, Inc.";"$81.9";"AMEX"
"IAN-U";"Inter-Atlantic Financial, Inc.";"$0.0";"AMEX"
"IAN-WT";"Inter-Atlantic Financial, Inc.";"$0.0";"AMEX"
"IAO";"IA Global, Inc.";"$39.1";"AMEX"
"IAU";"iShares COMEX Gold Trust";"$1,980.8";"AMEX"
"IAX";"International Absorbents Inc.";"$18.0";"AMEX"
"IBB";"iShares NASDAQ Biotechnology Index Fund";"$754.8";"AMEX"
"IBF";"Citigroup Inc.";"$16.8";"AMEX"
"ICH";"Investors Capital Holdings, Ltd.";"$30.8";"AMEX"
"ICT";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"IDI";"Ideation Acquisition Corp";"NA";"AMEX"
"IDI-U";"Ideation Acquisition Corp";"NA";"AMEX"
"IDI-WT";"Ideation Acquisition Corp";"NA";"AMEX"
"IDJ";"Citigroup Inc.";"$19.7";"AMEX"
"IDN";"Intelli-Check, Inc.";"$41.8";"AMEX"
"IEL";"Citigroup Inc.";"$19.7";"AMEX"
"IF";"Indonesia Fund, Inc. (The)";"$76.0";"AMEX"
"IFK";"International Finance Corp.";"NA";"AMEX"
"IG";"IGI Laboratories, Inc.";"$28.3";"AMEX"
"IGC";"India Globalization Capital Inc.";"$42.8";"AMEX"
"IGC-U";"India Globalization Capital Inc.";"$126.2";"AMEX"
"IGC-WT";"India Globalization Capital Inc.";"$0.0";"AMEX"
"IHT";"InnSuites Hospitality Trust";"$10.0";"AMEX"
"IIG";"IMERGENT INC";"$110.0";"AMEX"
"IIH";"Merrill Lynch Internet Infrastructure HOLDRS";"$34.9";"AMEX"
"IIL";"MORGAN STANLEY";"$30.0";"AMEX"
"ILC";"iLinc Communications, Inc.";"$6.8";"AMEX"
"ILE";"ISOLAGEN INC";"$15.1";"AMEX"
"ILI";"Interleukin Genetics, Inc.";"$38.5";"AMEX"
"ILX";"ILX Resorts Incorporated";"$13.8";"AMEX"
"IMA";"Inverness Medical Innovations, Inc.";"$2,385.0";"AMEX"
"IMA-PB";"Inverness Medical Innovations, Inc.";"$0.0";"AMEX"
"IMM";"Immtech Pharmaceuticals, Inc.";"$13.8";"AMEX"
"IMO";"Imperial Oil Limited";"$46,043.4";"AMEX"
"IMR";"IMA Exploration, Inc.";"$16.2";"AMEX"
"IMW";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"IMX";"Implant Sciences Corporation";"$10.1";"AMEX"
"INO";"Inovio Biomedical Corporation";"$43.4";"AMEX"
"INS";"Intelligent Systems Corporation";"$14.6";"AMEX"
"INY";"SPDR Series Trust";"$13.1";"AMEX"
"IOC";"Interoil Corp";"$885.5";"AMEX"
"IOT";"Income Opportunity Realty Trust";"$22.9";"AMEX"
"IPB";"Merrill Lynch & Co., Inc.";"$26.7";"AMEX"
"IPE";"SPDR Series Trust";"$10.4";"AMEX"
"IPT";"iParty Corporation";"$5.7";"AMEX"
"IRO";"Claymore Exchange-Traded Fund Trust";"$2.6";"AMEX"
"ISL";"First Israel Fund, Inc. (The)";"$73.6";"AMEX"
"ISO";"ISCO INTERNATIONAL INC";"$28.8";"AMEX"
"ISR";"IsoRay, Inc.";"$14.7";"AMEX"
"ISV";"InSite Vision Incorporated";"$43.5";"AMEX"
"ITE";"SPDR Series Trust";"$11.1";"AMEX"
"ITI";"Iteris, Inc.";"$77.6";"AMEX"
"ITL";"NETS Trust";"NA";"AMEX"
"ITM";"Market Vectors ETF Trust";"$10.3";"AMEX"
"IVA";"ValueRich, Inc.";"$1.5";"AMEX"
"IVD";"IVAX Diagnostics, Inc.";"$0.3";"AMEX"
"IWK";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$15.5";"AMEX"
"JAV";"Javelin Pharmaceuticals, Inc.";"$117.8";"AMEX"
"JAZ";"Jazz Technologies, Inc";"$20.9";"AMEX"
"JAZ-U";"Jazz Technologies, Inc";"$0.0";"AMEX"
"JAZ-WT";"Jazz Technologies, Inc";"$0.0";"AMEX"
"JDO";"JED Oil Inc";"$4.8";"AMEX"
"JEM";"Barclays PLC";"$0.0";"AMEX"
"JEN";"Jennifer Convertibles, Inc.";"$9.1";"AMEX"
"JFT";"J P Morgan Chase & Co";"$0.0";"AMEX"
"JLI";"Jesup & Lamont, Inc";"$12.0";"AMEX"
"JNB";"NETS Trust";"NA";"AMEX"
"JNK";"SPDR Series Trust";"$165.1";"AMEX"
"JOB";"General Employment Enterprises, Inc.";"$4.1";"AMEX"
"JPK";"MORGAN STANLEY";"$44.5";"AMEX"
"JPP";"streetTracks Index Shares Funds";"$36.5";"AMEX"
"JRS";"Nuveen Real Estate Fund";"$371.3";"AMEX"
"JSC";"streetTRACKS Index Shares Funds";"$84.4";"AMEX"
"JST";"Jinpan International Limited";"$258.2";"AMEX"
"JVA";"Coffee Holding Co., Inc.";"$11.5";"AMEX"
"JVI";"Velocity Asset Management, Inc.";"$18.6";"AMEX"
"JVI-P";"Velocity Asset Management, Inc.";"$9.7";"AMEX"
"KAD";"Arcadia Resources, Inc.";"$60.0";"AMEX"
"KAL";"Callisto Pharmaceuticals, Inc.";"$9.9";"AMEX"
"KAZ";"BMB Munai, Inc.";"$268.7";"AMEX"
"KBE";"SPDR Series Trust";"$222.8";"AMEX"
"KBX";"Kimber Resources Inc";"$74.1";"AMEX"
"KCE";"SPDR Series Trust";"$95.1";"AMEX"
"KGN";"Keegan Resources Inc";"NA";"AMEX"
"KHA";"KBL Healthcare Acquisition Corp. III";"$156.7";"AMEX"
"KHA-U";"KBL Healthcare Acquisition Corp. III";"$0.0";"AMEX"
"KHA-WT";"KBL Healthcare Acquisition Corp. III";"$0.0";"AMEX"
"KIE";"SPDR Series Trust";"$63.0";"AMEX"
"KOG";"Kodiak Oil";"$353.0";"AMEX"
"KRE";"SPDR Series Trust";"$104.3";"AMEX"
"KRU";"Crusader Energy Group Inc.";"$140.1";"AMEX"
"KRY";"Crystallex International Corporation";"$240.7";"AMEX"
"KUN";"China Shenghuo Pharmaceutical Holdings, Inc";"$45.9";"AMEX"
"KWT";"Market Vectors ETF Trust";"NA";"AMEX"
"LAG";"SPDR Series Trust";"$10.7";"AMEX"
"LAQ";"Latin America Equity Fund, Inc. (The)";"$293.5";"AMEX"
"LB";"LaBarge, Inc.";"$199.7";"AMEX"
"LCI";"Lannett Co Inc";"$87.2";"AMEX"
"LDB";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"LDN";"NETS Trust";"NA";"AMEX"
"LEI";"Lucas Energy, Inc.";"$35.9";"AMEX"
"LGL";"LGL Group, Inc.";"$14.3";"AMEX"
"LGN";"Lodgian, Inc.";"$160.9";"AMEX"
"LIA";"Liberty Acquisition Holdings Corp";"$1,190.3";"AMEX"
"LIA-U";"Liberty Acquisition Holdings Corp";"$0.0";"AMEX"
"LIA-WT";"Liberty Acquisition Holdings Corp";"$0.0";"AMEX"
"LKI";"Lazare Kaplan International, Inc.";"$70.2";"AMEX"
"LNG";"Cheniere Energy, Inc.";"$165.0";"AMEX"
"LOV";"Spark Networks Plc";"$98.1";"AMEX"
"LRP";"Lorus Therapeutics, Inc.";"$29.7";"AMEX"
"LSO";"Credit Suisse Group";"$0.0";"AMEX"
"LTL";"ProShares Trust";"NA";"AMEX"
"LTS";"Ladenburg Thalmann Financial Services Inc";"$278.2";"AMEX"
"LVL";"Claymore Exchange-Traded Fund Trust";"$3.2";"AMEX"
"LXU";"Lsb Industries Inc.";"$374.3";"AMEX"
"MAB";"Eaton Vance Insured Massachusetts Municipal Bond Fund";"$24.1";"AMEX"
"MAM";"Maine & Maritimes Corporation";"$76.4";"AMEX"
"MAO";"Merrill Lynch & Co., Inc.";"NA";"AMEX"
"MAQ";"Marathon Acquisition Corp";"$375.0";"AMEX"
"MAQ-U";"Marathon Acquisition Corp";"$0.0";"AMEX"
"MAQ-WT";"MARATHON ACQUISITION CORP";"$0.0";"AMEX"
"MBA";"CIBT Education Group Inc.";"$108.0";"AMEX"
"MBB";"iShares Trust";"$20.2";"AMEX"
"MBH";"MBF Healthcare Acquisition Corp.";"$209.3";"AMEX"
"MBH-U";"MBF Healthcare Acquisition Corp.";"$0.0";"AMEX"
"MBH-WT";"MBF Healthcare Acquisition Corp.";"$0.0";"AMEX"
"MBJ";"MORGAN STANLEY";"$262.3";"AMEX"
"MBK";"Morgan Stanley Dean Witter & Co.";"$23.2";"AMEX"
"MBP";"Mid Penn Bancorp";"$80.4";"AMEX"
"MBR";"Mercantile Bancorp, Inc. (Quincey, IL)";"$138.5";"AMEX"
"MBS";"MORGAN STANLEY";"$134.4";"AMEX"
"MCB";"Morgan Stanley Dean Witter & Co.";"$21.5";"AMEX"
"MCF";"Contango Oil & Gas Company";"$1,530.5";"AMEX"
"MCP";"Merrill Lynch & Co., Inc.";"$28.8";"AMEX"
"MCZ";"Mad Catz Interactive Inc";"$28.0";"AMEX"
"MDD";"SPDR Index Shares Fund";"$6.2";"AMEX"
"MDF";"Metropolitan Health Networks, Inc.";"$96.0";"AMEX"
"MDM";"Mountain Province Diamonds Inc.";"$266.7";"AMEX"
"MDW";"Midway Gold Corporation";"$87.4";"AMEX"
"MDY";"MidCap SPDR Trust Series I";"$8,850.1";"AMEX"
"MEA";"METALICO INC";"$522.9";"AMEX"
"MEJ";"Santa Monica Media Corporation";"$123.5";"AMEX"
"MEJ-U";"Santa Monica Media Corporation";"$0.0";"AMEX"
"MEJ-WT";"Santa Monica Media Corporation";"$0.0";"AMEX"
"MFN";"MineFinders Corp. Ltd.";"$567.9";"AMEX"
"MFY";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"MGH";"Minco Gold Corporation";"$42.9";"AMEX"
"MGN";"Mines Management, Inc.";"$64.4";"AMEX"
"MGT";"MGT Capital Investments Inc";"$65.1";"AMEX"
"MHE";"Massachusetts Health and Education Tax-Exempt Trust";"$27.5";"AMEX"
"MHG";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$32.1";"AMEX"
"MHJ";"Man Sang Holdings Inc";"$35.7";"AMEX"
"MHR";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"MHT";"Morgan Stanley Dean Witter & Co.";"$102.6";"AMEX"
"MHU";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"MIB";"MORGAN STANLEY";"$0.0";"AMEX"
"MIF";"Merrill Lynch & Co., Inc.";"$30.3";"AMEX"
"MIS";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$16.7";"AMEX"
"MIW";"Eaton Vance Insure Michigan Municipal Bond Fund";"$20.6";"AMEX"
"MIX";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"MJP";"Morgan Stanley Dean Witter & Co.";"$64.9";"AMEX"
"MKH";"Merrill Lynch Market 2000+ HOLDRS";"$32.2";"AMEX"
"MKO";"Merrill Lynch & Co., Inc.";"$11.2";"AMEX"
"MKP";"Merrill Lynch & Co., Inc.";"$11.6";"AMEX"
"MLB";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"MLN";"Market Vectors ETF Trust";"$14.4";"AMEX"
"MLV";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"MLW";"Merrill Lynch & Co., Inc.";"$11.3";"AMEX"
"MMF";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"MMG";"Metalline Mining Company";"$47.6";"AMEX"
"MMV";"Eaton Vance Massachusetts Municipal Income Trust";"$36.4";"AMEX"
"MMZ-PK";"SiM Internal Test 6";"NA";"AMEX"
"MNK";"Merrill Lynch & Co., Inc.";"$29.2";"AMEX"
"MNL";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"MNM";"Morgan Stanley";"$0.0";"AMEX"
"MOC";"Command Security Corporation";"$30.3";"AMEX"
"MOO";"Market Vectors ETF Trust";"$717.7";"AMEX"
"MOR";"MORGAN STANLEY";"$16.1";"AMEX"
"MPP";"MTS Medication Technologies, Inc.";"$35.7";"AMEX"
"MPZ";"MPC Corporation";"$9.6";"AMEX"
"MPZ-WT";"MPC CORPORATION";"$0.0";"AMEX"
"MRM";"Merrimac Industries, Inc.";"$15.2";"AMEX"
"MRP";"Morgan Stanley Dean Witter & Co.";"$182.4";"AMEX"
"MRY";"Memry Corporation";"$72.7";"AMEX"
"MSL";"MidSouth Bancorp";"$104.2";"AMEX"
"MSN";"Emerson Radio Corporation";"$32.6";"AMEX"
"MSS";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"MST";"MORGAN STANLEY";"$9.2";"AMEX"
"MSU";"Morgan Stanley Dean Witter & Co.";"$123.3";"AMEX"
"MTK";"streetTRACKS Morgan Stanley Technology Index Fund";"$231.4";"AMEX"
"MUB";"iShares Trust";"$330.7";"AMEX"
"MVE";"Smart Move, Inc.";"$3.7";"AMEX"
"MVE-WT";"Smart Move, Inc.";"$0.0";"AMEX"
"MVF";"MuniVest Fund, Inc.";"$525.2";"AMEX"
"MVG";"Mag Silver Corporation";"$422.4";"AMEX"
"MVI";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"MVV";"ProShares Trust";"$66.9";"AMEX"
"MWL";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"MXA";"Minnesota Municipal Income Portfolio Inc.";"$54.4";"AMEX"
"MXC";"Mexco Energy Corporation";"$54.0";"AMEX"
"MXH";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"MXM";"MAXXAM Inc.";"$98.1";"AMEX"
"MXN";"First American Minnesota Municipal Income Fund II, Inc.";"$19.4";"AMEX"
"MYX";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"MYY";"ProShares Trust";"$243.7";"AMEX"
"MZA";"MuniYield Arizona Fund, Inc.";"$59.6";"AMEX"
"MZP";"Merrill Lynch & Co., Inc.";"$53.5";"AMEX"
"MZZ";"ProShares Trust";"$196.3";"AMEX"
"NAK";"Northern Dynasty Minerals, Ltd.";"$702.4";"AMEX"
"NAO";"North American Insurance Leaders, Inc.";"$142.7";"AMEX"
"NAO-U";"North American Insurance Leaders, Inc.";"$0.0";"AMEX"
"NAO-WT";"North American Insurance Leaders, Inc.";"$0.0";"AMEX"
"NAQ";"NRDC Acquisition Corp";"$483.9";"AMEX"
"NAQ-U";"NRDC Acquisition Corp";"$0.0";"AMEX"
"NAQ-WT";"NRDC Acquisition Corp";"$0.0";"AMEX"
"NAS";"Citigroup Inc.";"$284.9";"AMEX"
