"Symbol";"Name";"MarketCap";"Exchange"
"SBK";"Morgan Stanley";"$11.6";"AMEX"
"SBN";"SoftBrands, Inc.";"$45.6";"AMEX"
"SCB";"Community Bankshares, Inc.";"$88.4";"AMEX"
"SCC";"ProShares Trust";"$8.3";"AMEX"
"SCE-PB";"Southern California Edison Company";"$18.3";"AMEX"
"SCE-PC";"Southern California Edison Company";"$22.0";"AMEX"
"SCE-PD";"Southern California Edison Company";"$31.4";"AMEX"
"SCE-PE";"Southern California Edison Company";"$26.9";"AMEX"
"SCU";"Storm Cat Energy Corporation";"$85.3";"AMEX"
"SDD";"ProShares Trust";"$30.2";"AMEX"
"SDK";"ProShares Trust";"$5.7";"AMEX"
"SDM";"MORGAN STANLEY";"$0.1";"AMEX"
"SDO-PA";"San Diego Gas & Electric Company";"$7.1";"AMEX"
"SDO-PB";"San Diego Gas & Electric Company";"$4.9";"AMEX"
"SDO-PC";"San Diego Gas & Electric Company";"$5.3";"AMEX"
"SDO-PH";"San Diego Gas & Electric Company";"$17.0";"AMEX"
"SDP";"ProShares Trust";"$15.9";"AMEX"
"SDS";"ProShares Trust";"$1,315.7";"AMEX"
"SDY";"SPDR Series Trust";"$192.5";"AMEX"
"SEB";"Seaboard Corporation";"$1,828.7";"AMEX"
"SEF";"ProShares Trust";"NA";"AMEX"
"SEM";"Morgan Stanley";"$0.0";"AMEX"
"SFH";"Citigroup Inc.";"$98.0";"AMEX"
"SFK";"ProShares Trust";"$5.8";"AMEX"
"SFV";"SPA ETF Trust";"$4.2";"AMEX"
"SGB";"Southwest Georgia Financial Corporation";"$42.7";"AMEX"
"SGN";"Signalife, Inc.";"$8.5";"AMEX"
"SGT";"NETS Trust";"NA";"AMEX"
"SH";"ProShares Trust";"$223.1";"AMEX"
"SHA";"Shanghai Century Acquisition Corporation";"$138.6";"AMEX"
"SHA-U";"Shanghai Century Acquisition Corporation";"$112.8";"AMEX"
"SHA-WT";"Shanghai Century Acquisition Corporation";"$0.1";"AMEX"
"SHJ";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"SHM";"SPDR Series Trust";"$50.6";"AMEX"
"SHZ";"China Shen Zhou Mining & Resources, Inc.";"$46.7";"AMEX"
"SIF";"SIFCO Industries, Inc.";"$45.6";"AMEX"
"SIH";"SPA ETF Trust";"$2.0";"AMEX"
"SIJ";"ProShares Trust";"$5.3";"AMEX"
"SIL";"Apex Silver Mines Limited";"$282.3";"AMEX"
"SIM";"Grupo Simec, S.A. de C.V.";"$150.8";"AMEX"
"SIT";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"SJF";"ProShares Trust";"$7.8";"AMEX"
"SJH";"ProShares Trust";"$7.9";"AMEX"
"SJL";"ProShares Trust";"$7.7";"AMEX"
"SJP";"Citigroup Inc.";"$30.8";"AMEX"
"SKC";"Citigroup Inc.";"$23.3";"AMEX"
"SKE";"Morgan Stanley";"$0.0";"AMEX"
"SKF";"ProShares Trust";"$143.9";"AMEX"
"SKK";"ProShares Trust";"$17.3";"AMEX"
"SKL";"Citigroup Inc.";"$28.0";"AMEX"
"SLI";"SL Industries, Inc.";"$84.6";"AMEX"
"SLV";"iShares Silver Trust";"$3,373.7";"AMEX"
"SLX";"Market Vectors ETF Trust";"$278.8";"AMEX"
"SLZ";"Morgan Stanley";"$0.0";"AMEX"
"SMB";"Market Vectors ETF Trust";"$4.9";"AMEX"
"SMC";"Central Sun Mining Inc";"$89.7";"AMEX"
"SMD";"Singing Machine Company, Inc. (The)";"$3.7";"AMEX"
"SMH";"Merrill Lynch Semiconductor HOLDRS";"$1,030.2";"AMEX"
"SMN";"ProShares Trust";"$4.8";"AMEX"
"SMU";"Citigroup Inc.";"$43.3";"AMEX"
"SNB";"SPA ETF Trust";"$2.0";"AMEX"
"SNG";"Canadian Superior Energy Inc";"$564.1";"AMEX"
"SNQ";"Citigroup Inc.";"$36.3";"AMEX"
"SNR";"Sunair Services Corporation";"$28.3";"AMEX"
"SNT";"Senesco Technologies Inc";"$31.1";"AMEX"
"SOC";"Stoneleigh Partners Acquisition Corp";"$259.8";"AMEX"
"SOC-U";"Stoneleigh Partners Acquisition Corp";"$0.0";"AMEX"
"SOC-WT";"Stoneleigh Partners Acquisition Corp";"$0.0";"AMEX"
"SOG";"Citigroup Inc.";"$28.7";"AMEX"
"SOT";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"SOU";"Morgan Stanley";"$0.0";"AMEX"
"SPO";"Citigroup Inc.";"$238.2";"AMEX"
"SPU";"Citigroup Inc.";"NA";"AMEX"
"SPY";"SPDR Trust Series I";"$63,868.0";"AMEX"
"SQT";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$152.0";"AMEX"
"SRG";"Seanergy Maritime Corp";"$281.4";"AMEX"
"SRG-U";"Seanergy Maritime Corp";"$0.0";"AMEX"
"SRG-WT";"Seanergy Maritime Corp";"$0.0";"AMEX"
"SRK";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"SRO";"Scudder RREEF Real Estate Fund II, Inc.";"$393.8";"AMEX"
"SRQ";"Scudder RREEF Real Estate Fund, Inc.";"$231.2";"AMEX"
"SRS";"ProShares Trust";"$138.2";"AMEX"
"SRU";"Citigroup Inc.";"NA";"AMEX"
"SS-PK";"SiM Internal Test 9";"NA";"AMEX"
"SSE";"Southern Connecticut Bancorp Inc";"$19.1";"AMEX"
"SSG";"ProShares Trust";"$11.2";"AMEX"
"SSK";"SPA ETF Trust";"$2.0";"AMEX"
"SSM";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"SSN";"Samson Oil & Gas Limited";"$1.9";"AMEX"
"SSO";"ProShares Trust";"$142.6";"AMEX"
"SSY";"SunLink Health Systems, Inc.";"$37.3";"AMEX"
"STF";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"STH";"Claymore Exchange-Traded Fund Trust";"$8.2";"AMEX"
"STS";"Supreme Industries, Inc.";"$49.1";"AMEX"
"SUF";"Sulphco, Inc.";"$214.3";"AMEX"
"SUO";"Morgan Stanley";"$0.0";"AMEX"
"SVA";"Sinovac Biotech, Ltd.";"$131.8";"AMEX"
"SVD";"SPA ETF Trust";"$2.1";"AMEX"
"SVE";"Citigroup Inc.";"$0.0";"AMEX"
"SVG";"Morgan Stanley";"$0.0";"AMEX"
"SVT";"Servotronics, Inc.";"$33.8";"AMEX"
"SWH";"Merrill Lynch Software HOLDRS";"$125.2";"AMEX"
"SYI";"Synvista Therapeutics, Inc";"$4.2";"AMEX"
"SYP";"Citigroup Inc.";"$14.7";"AMEX"
"SZF";"Citigroup Inc.";"$11.8";"AMEX"
"SZG";"SPA ETF Trust";"$4.2";"AMEX"
"SZK";"ProShares Trust";"$12.3";"AMEX"
"SZL";"Merrill Lynch & Co., Inc.";"NA";"AMEX"
"SZX";"Merrill Lynch & Co., Inc.";"$7.2";"AMEX"
"TA";"TravelCenters of America LLC";"$33.0";"AMEX"
"TAQ";"Transforma Acquisition Group";"$122.2";"AMEX"
"TAQ-U";"Transforma Acquisition Group";"$0.0";"AMEX"
"TAQ-WT";"TRANSFORMA ACQUISITION GROUP";"$0.0";"AMEX"
"TBT";"ProShares Trust";"NA";"AMEX"
"TBV";"Tiens Biotech Group (USA), Inc.";"$76.3";"AMEX"
"TCW";"Triplecrown Acquisition Corp.";"$638.9";"AMEX"
"TCW-U";"Triplecrown Acquisition Corp.";"$0.0";"AMEX"
"TCW-WT";"Triplecrown Acquisition Corp.";"$0.0";"AMEX"
"TCX";"TUCOWS INC";"$40.6";"AMEX"
"TDS";"Telephone and Data Systems, Inc.";"$2,360.5";"AMEX"
"TDS-S";"Telephone and Data Systems, Inc.";"$2,381.0";"AMEX"
"TEC";"Teton Energy Corporation";"$101.3";"AMEX"
"TF";"Thai Capital Fund Inc";"$31.8";"AMEX"
"TFI";"SPDR Series Trust";"$196.3";"AMEX"
"TGB";"Taseko Mines Limited";"$583.7";"AMEX"
"TGC";"Tengasco, Inc.";"$164.6";"AMEX"
"TGM";"TARGETS Trust";"NA";"AMEX"
"TGY";"Tremisis Energy Acquisition Corporation II";"$90.9";"AMEX"
"TGY-U";"Tremisis Energy Acquisition Corporation II";"$0.0";"AMEX"
"TGY-WT";"Tremisis Energy Acquisition Corporation II";"$0.0";"AMEX"
"THK";"Think Partnership Inc.";"$36.9";"AMEX"
"THM";"International Tower Hill Mines Ltd";"$61.1";"AMEX"
"TIK";"Tel-Instrument Electronics Corp.";"$9.7";"AMEX"
"TIL";"Trans-India Acquisition Corporation";"$107.5";"AMEX"
"TIL-U";"Trans-India Acquisition Corporation";"$0.0";"AMEX"
"TIL-WT";"Trans-India Acquisition Corporation";"$0.0";"AMEX"
"TIS";"Orchids Paper Products Company";"$47.5";"AMEX"
"TIV";"Tri-Valley Corporation";"$180.9";"AMEX"
"TKO";"Telkonet, Inc.";"$35.0";"AMEX"
"TKP";"Polaris Acquisition Corporation";"$179.1";"AMEX"
"TKP-U";"Polaris Acquisition Corporation";"$0.0";"AMEX"
"TKP-WT";"Polaris Acquisition Corporation";"$0.0";"AMEX"
"TLF";"Tandy Leather Factory, Inc.";"$32.9";"AMEX"
"TLL";"ProShares Trust";"NA";"AMEX"
"TLO";"SPDR Series Trust";"$10.7";"AMEX"
"TLR";"Timberline Resources Corporation";"$68.2";"AMEX"
"TLX";"Trans-Lux Corporation";"$7.5";"AMEX"
"TMI";"TM Entertainment and Media, Inc.";"$91.4";"AMEX"
"TMI-U";"TM Entertainment and Media, Inc.";"$78.7";"AMEX"
"TMI-WT";"TM Entertainment and Media, Inc.";"$6.3";"AMEX"
"TMP";"TompkinsTrustco, Inc.";"$398.0";"AMEX"
"TMW";"FORTUNE 500 Index Tracking Stock";"$109.3";"AMEX"
"TMY";"Transmeridian Exploration Inc";"$69.0";"AMEX"
"TNF";"Tailwind Financial Inc";"$113.4";"AMEX"
"TNF-U";"Tailwind Financial Inc";"$0.0";"AMEX"
"TNF-WT";"Tailwind Financial Inc";"$0.0";"AMEX"
"TO";"Tech/Ops Sevcon, Inc.";"$21.9";"AMEX"
"TOF";"Tofutti Brands Inc.";"$15.2";"AMEX"
"TOH";"Hicks Acquisition Company I,  Inc.";"$648.6";"AMEX"
"TOH-U";"Hicks Acquisition Company I,  Inc.";"$0.0";"AMEX"
"TOH-WT";"Hicks Acquisition Company I,  Inc.";"$0.0";"AMEX"
"TPA";"Morgan Stanley Dean Witter & Co.";"$69.5";"AMEX"
"TPS";"Morgan Stanley Dean Witter & Co.";"$21.5";"AMEX"
"TQ";"Cash Technologies, Inc.";"$7.2";"AMEX"
"TQK";"Morgan Stanley";"$0.0";"AMEX"
"TRE";"Tanzanian Royalty Exploration Corporation";"$452.0";"AMEX"
"TRT";"Trio-Tech International";"$15.5";"AMEX"
"TSC";"Stephan Company (The)";"$12.2";"AMEX"
"TSH";"Teche Holding Company";"$64.1";"AMEX"
"TSR";"TARGETS Trust XXVI";"NA";"AMEX"
"TSV";"Wachovia Corporation";"$11.5";"AMEX"
"TTH";"Merrill Lynch Telecom HOLDRS";"$198.7";"AMEX"
"TTP";"Titan Pharmaceuticals, Inc.";"$42.5";"AMEX"
"TTY";"2020 ChinaCap Acquirco Inc";"$78.2";"AMEX"
"TTY-U";"2020 ChinaCap Acquirco Inc";"$0.0";"AMEX"
"TTY-WT";"2020 ChinaCap Acquirco Inc";"$0.0";"AMEX"
"TUX";"Trian Acquisition I Corp.";"$1,059.2";"AMEX"
"TUX-U";"Trian Acquisition I Corp.";"$0.0";"AMEX"
"TUX-WT";"Trian Acquisition I Corp.";"$0.0";"AMEX"
"TVH";"Media & Entertainment Holdings, Inc";"$115.1";"AMEX"
"TVH-U";"Media & Entertainment Holdings, Inc";"$0.0";"AMEX"
"TVH-WT";"Media & Entertainment Holdings, Inc";"$0.0";"AMEX"
"TWM";"ProShares Trust";"$282.0";"AMEX"
"TYM";"ASIA TIME CORP";"$107.8";"AMEX"
"UBD";"Claymore Exchange-Traded Fund Trust";"$4.9";"AMEX"
"UCC";"ProShares Trust";"$2.7";"AMEX"
"UDN";"POWERSHARES DB US DOLLAR INDEX BULLISH FUND";"$89.1";"AMEX"
"UDW";"US DATAWORKS INC";"$4.4";"AMEX"
"UEC";"Uranium Energy Corp.";"$91.6";"AMEX"
"UEM";"Claymore Exchange-Traded Fund Trust";"$9.6";"AMEX"
"UG";"United-Guardian, Inc.";"$57.6";"AMEX"
"UGA";"United States Gasoline Fund";"$26.5";"AMEX"
"UGE";"ProShares Trust";"$8.2";"AMEX"
"UHN";"United States Heating Oil Fund LP";"$19.7";"AMEX"
"UKF";"ProShares Trust";"$8.0";"AMEX"
"UKK";"ProShares Trust";"$7.3";"AMEX"
"UKW";"ProShares Trust";"$7.6";"AMEX"
"ULQ";"Claymore Exchange-Traded Fund Trust";"$5.0";"AMEX"
"ULU";"Uluru Inc.";"$61.2";"AMEX"
"UMH";"UMH Properties, Inc.";"$88.0";"AMEX"
"UNB";"Union Bankshares, Inc.";"$89.4";"AMEX"
"UNG";"United States Natural Gas Fund, LP";"$584.3";"AMEX"
"UOY";"MACROshares $100 Oil Up Trust";"NA";"AMEX"
"UPG";"Universal Power Group Inc";"$17.1";"AMEX"
"UPI";"Uroplasty, Inc.";"$44.8";"AMEX"
"UPW";"ProShares Trust";"$11.2";"AMEX"
"UQM";"UQM TECHNOLOGIES INC";"$56.6";"AMEX"
"URE";"ProShares Trust";"$1.9";"AMEX"
"URX";"United Refining Energy Corp";"$520.3";"AMEX"
"URX-U";"United Refining Energy Corp";"$0.0";"AMEX"
"URX-WT";"United Refining Energy Corp";"$0.0";"AMEX"
"URZ";"URANERZ ENERGY CORPORATION";"$140.1";"AMEX"
"USD";"ProShares Trust";"$6.4";"AMEX"
"USL";"United States 12 Month Oil Fund LP";"$17.6";"AMEX"
"USM";"United States Cellular Corporation";"$3,022.9";"AMEX"
"USO";"United States Oil Fund LP";"$1,044.8";"AMEX"
"USQ";"Union Street Acquisition Corp";"$121.4";"AMEX"
"USQ-U";"Union Street Acquisition Corp";"$0.0";"AMEX"
"USQ-WT";"Union Street Acquisition Corp";"$0.0";"AMEX"
"UTG";"Reaves Utility Income Fund";"$492.5";"AMEX"
"UTH";"Merrill Lynch Utilities HOLDRS";"$350.7";"AMEX"
"UTK";"UTEK Corporation";"$91.2";"AMEX"
"UTL";"UNITIL Corporation";"$155.4";"AMEX"
"UUD";"Merrill Lynch & Co., Inc.";"$137.5";"AMEX"
"UUP";"POWERSHARES DB US DOLLAR INDEX BULLISH FUND";"$8.9";"AMEX"
"UUU";"Universal Security Instruments, Inc.";"$12.7";"AMEX"
"UUY";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"UVE";"UNIVERSAL INSURANCE HOLDINGS INC";"$140.8";"AMEX"
"UVG";"ProShares Trust";"$5.9";"AMEX"
"UVT";"ProShares Trust";"$5.2";"AMEX"
"UVU";"ProShares Trust";"$5.8";"AMEX"
"UWM";"ProShares Trust";"$16.9";"AMEX"
"UWN";"Nevada Gold & Casinos, Inc.";"$14.6";"AMEX"
"UXG";"U.S. Gold Corporation";"$150.6";"AMEX"
"UXI";"ProShares Trust";"$4.1";"AMEX"
"UYG";"ProShares Trust";"$2.7";"AMEX"
"UYM";"ProShares Trust";"$13.4";"AMEX"
"UZW";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"VAW";"Vanguard Materials ETF";"NA";"AMEX"
"VAZ";"Delaware Investments Arizona Municipal Income Fund, Inc.";"$36.0";"AMEX"
"VB";"Vanguard Small-Cap ETF";"NA";"AMEX"
"VBK";"Vanguard Small-Cap Growth ETF";"NA";"AMEX"
"VBR";"Vanguard Small-Cap Value ETF";"NA";"AMEX"
"VCF";"Delaware Investments Colorado Municipal Income Fund, Inc";"$69.3";"AMEX"
"VCR";"Vanguard Consumer Discretionary ETF";"NA";"AMEX"
"VDC";"Vanguard Consumer Staples ETF";"NA";"AMEX"
"VDE";"Vanguard Energy ETF";"NA";"AMEX"
"VEA";"Vanguard Tax-Managed Funds";"NA";"AMEX"
"VEU";"Vanguard FTSE All World Ex US ETF";"NA";"AMEX"
"VFH";"Vanguard Financials ETF";"NA";"AMEX"
"VFL";"Delaware Investments Florida Insured Municipal Income Fund";"$28.2";"AMEX"
"VGK";"Vanguard European ETF";"NA";"AMEX"
"VGT";"Vanguard Information Technology ETF";"NA";"AMEX"
"VGZ";"Vista Gold Corporation";"$153.1";"AMEX"
"VHC";"VirnetX Holding Corp";"$115.2";"AMEX"
"VHT";"Vanguard Health Care ETF";"NA";"AMEX"
"VIG";"Vanguard Dividend Appreciation ETF";"$39.8";"AMEX"
"VII";"Vicon Industries, Inc";"$23.9";"AMEX"
"VIS";"Vanguard Industrials ETF";"NA";"AMEX"
"VKI";"Van Kampen Advantage Municipal Income Trust II";"$522.5";"AMEX"
"VKL";"Van Kampen Select Sector Municipal Trust";"$177.9";"AMEX"
"VMM";"Delaware Investments Minnesota Municipal Income Fund II, Inc.";"$149.6";"AMEX"
"VMV";"Van Kampen Massachusetts Value Municipal Income Trust";"$37.8";"AMEX"
"VNQ";"Vanguard REIT ETF";"$1,124.0";"AMEX"
"VO";"Vanguard Mid-Cap ETF";"NA";"AMEX"
"VOE";"Vanguard Mid-Cap Value ETF";"NA";"AMEX"
"VOT";"Vanguard Mid-Cap Growth ETF";"NA";"AMEX"
"VOX";"Vanguard Telecommunication Services ETF";"NA";"AMEX"
"VPF";"Valpey Fisher Corporation";"$17.3";"AMEX"
"VPL";"Vanguard Pacific ETF";"NA";"AMEX"
"VPS";"Vermont Pure Holdings, Ltd.";"$28.2";"AMEX"
"VPU";"Vanguard Utilities ETF";"NA";"AMEX"
"VRY";"Victory Acquisition Corp";"$386.0";"AMEX"
"VRY-U";"Victory Acquisition Corp";"$0.0";"AMEX"
"VRY-WT";"Victory Acquisition Corp";"$0.0";"AMEX"
"VSR";"Versar, Inc.";"$42.6";"AMEX"
"VTG";"Vantage Drilling Company";"$347.1";"AMEX"
"VTG-U";"Vantage Drilling Company";"$0.0";"AMEX"
"VTG-WT";"Vantage Drilling Company";"$0.0";"AMEX"
"VTI";"Vanguard Total Stock Market ETF";"$86,388.5";"AMEX"
"VTV";"Vanguard Value ETF";"NA";"AMEX"
"VUG";"Vanguard Growth ETF";"NA";"AMEX"
"VV";"Vanguard Large-Cap ETF";"NA";"AMEX"
"VWO";"Vanguard Emerging Markets ETF";"NA";"AMEX"
"VXC-PD";"Vineyard National Bancorp";"$4.6";"AMEX"
"VXF";"Vanguard Extended Market ETF";"$18.8";"AMEX"
"VYM";"Vanguard High Dividend Yield ETF";"NA";"AMEX"
"WEL";"Boots and Coots International Well Control,  Inc.";"$158.0";"AMEX"
"WEX";"Winland Electronics, Inc.";"$5.5";"AMEX"
"WGA";"Wells-Gardner Electronics Corporation";"$16.0";"AMEX"
"WGW";"Western Goldfields, Inc. (Canada)";"$313.6";"AMEX"
"WIP";"SPDR Series Trust";"NA";"AMEX"
"WIS-P";"Wisconsin Power & Light Co.";"$8.2";"AMEX"
"WLB";"Westmoreland Coal Company";"$209.5";"AMEX"
"WLB-P";"Westmoreland Coal Company";"$37.6";"AMEX"
"WMH";"Merrill Lynch Wireless HOLDRS";"$51.9";"AMEX"
"WOC";"Wilshire Enterprises Inc";"$29.9";"AMEX"
"WSC";"Wesco Financial Corporation";"$2,670.4";"AMEX"
"WSO-B";"Watsco, Inc.";"$162.9";"AMEX"
"WTT";"Wireless Telecom Group,  Inc.";"$30.8";"AMEX"
"WVK";"Morgan Stanley";"$0.0";"AMEX"
"WWZ-PK";"SiM Internal Test 10";"NA";"AMEX"
"WYY";"WidePoint Corporation";"$46.4";"AMEX"
"WZE";"WIZZARD SOFTWARE CORPORATION";"$60.2";"AMEX"
"XBI";"SPDR Series Trust";"$281.2";"AMEX"
"XCR";"Xcorporeal, Inc.";"$17.5";"AMEX"
"XES";"SPDR Series Trust";"$228.3";"AMEX"
"XFN";"Xfone, Inc.";"$53.5";"AMEX"
"XGC";"Claymore Exchange-Traded Fund Trust";"$5.8";"AMEX"
"XHB";"SPDR Series Trust";"$239.9";"AMEX"
"XLB";"Select Sector SPDR Fund - Basic Industries";"$1,546.0";"AMEX"
"XLE";"Select Sector SPDR Fund - Energy Select Sector";"$5,142.4";"AMEX"
"XLF";"Select Sector SPDR Fund - Financial";"$5,035.7";"AMEX"
"XLG";"Rydex ETF Trust";"$535.1";"AMEX"
"XLI";"Select Sector SPDR Fund - Industrial";"$1,443.3";"AMEX"
"XLK";"Select Sector SPDR Fund - Technology";"$2,585.4";"AMEX"
"XLP";"Select Sector SPDR Fund - Consumer Staples";"$2,382.2";"AMEX"
"XLU";"Select Sector SPDR Fund - Utilities";"$2,601.6";"AMEX"
"XLV";"Select Sector SPDR Fund - Health Care";"$2,274.8";"AMEX"
"XLY";"Select Sector SPDR Fund - Consumer Discretionary";"$795.7";"AMEX"
"XME";"SPDR Series Trust";"$343.0";"AMEX"
"XNL";"Xethanol Corporation";"$12.3";"AMEX"
"XNN";"Xenonics Holdings, Inc.";"$17.1";"AMEX"
"XOP";"SPDR Series Trust";"$106.5";"AMEX"
"XPH";"SPDR Series Trust";"$7.9";"AMEX"
"XPL";"Solitario Exploration & Royalty Corp";"$133.1";"AMEX"
"XPO";"Express-1 Expedited Solutions, Inc.";"$40.0";"AMEX"
"XRA";"Exeter Resource Corporation";"$162.8";"AMEX"
"XRO";"Claymore Exchange-Traded Fund Trust";"$117.4";"AMEX"
"XRT";"SPDR Series Trust";"$90.8";"AMEX"
"XSD";"SPDR Series Trust";"$136.7";"AMEX"
"XSI";"American Caresource Holdings Inc";"$74.6";"AMEX"
"XUF";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"YMI";"YM BioSciences, Inc.";"$42.4";"AMEX"
"YYY";"Bear Stearns Companies, Inc (The)";"$0.0";"AMEX"
"ZBB";"ZBB Energy Corporation";"$42.6";"AMEX"
"ZN";"ZION OIL & GAS INC";"$60.7";"AMEX"
"ZTM";"Z-Trim Holdings, Inc.";"$14.3";"AMEX"
"ZXX";"SM Listed Test 3";"NA";"AMEX"
"ZXX-PF";"SM Listed Test 3";"NA";"AMEX"
