Symbol;ISIN;Description;Region;Classification;Curr;Type;Start
XBCGH;CH0011441299;DJES TMI Small USD (Price);Eurozone;Size;USD;Price;20-Nov-00
XBCGI;CH0011443386;DJES TMI Small USD (Return);Eurozone;Size;USD;Return;20-Nov-00
EEBLL;CH0042344900;DJSEE Large 100 USD (Price);Eastern Europe;Size;USD;Price;07-Oct-08
EEBLP;CH0042344918;DJSEE Large 100 EUR (Price);Eastern Europe;Size;EUR;Price;07-Oct-08
EEBLR;CH0042344926;DJSEE Large 100 EUR (Return);Eastern Europe;Size;EUR;Return;07-Oct-08
EEBLV;CH0042344934;DJSEE Large 100 USD (Return);Eastern Europe;Size;USD;Return;07-Oct-08
EEBML;CH0042344942;DJSEE Mid 100 USD (Price);Eastern Europe;Size;USD;Price;07-Oct-08
EEBMP;CH0042344983;DJSEE Mid 100 EUR (Price);Eastern Europe;Size;EUR;Price;07-Oct-08
EEBMR;CH0042344991;DJSEE Mid 100 EUR (Return);Eastern Europe;Size;EUR;Return;07-Oct-08
EEBMV;CH0042345006;DJSEE Mid 100 USD (Return);Eastern Europe;Size;USD;Return;07-Oct-08
EEBSL;CH0042345014;DJSEE Small 100 USD (Price);Eastern Europe;Size;USD;Price;07-Oct-08
EEBSP;CH0042345030;DJSEE Small 100 EUR (Price);Eastern Europe;Size;EUR;Price;07-Oct-08
EEBSR;CH0042345048;DJSEE Small 100 EUR (Return);Eastern Europe;Size;EUR;Return;07-Oct-08
EEBSV;CH0042345063;DJSEE Small 100 USD (Return);Eastern Europe;Size;USD;Return;07-Oct-08
EETMLL;CH0042344629;DJSEE TMI Large USD (Price);Eastern Europe;Size;USD;Price;07-Oct-08
EETMLP;CH0042344637;DJSEE TMI Large EUR (Price);Eastern Europe;Size;EUR;Price;07-Oct-08
EETMLR;CH0042344645;DJSEE TMI Large EUR (Return);Eastern Europe;Size;EUR;Return;07-Oct-08
EETMLV;CH0042344652;DJSEE TMI Large USD (Return);Eastern Europe;Size;USD;Return;07-Oct-08
EETMML;CH0042344660;DJSEE TMI Mid USD (Price);Eastern Europe;Size;USD;Price;07-Oct-08
EETMMP;CH0042344678;DJSEE TMI Mid EUR (Price);Eastern Europe;Size;EUR;Price;07-Oct-08
EETMMR;CH0042344686;DJSEE TMI Mid EUR (Return);Eastern Europe;Size;EUR;Return;07-Oct-08
EETMMV;CH0042344702;DJSEE TMI Mid USD (Return);Eastern Europe;Size;USD;Return;07-Oct-08
EETMSL;CH0042344710;DJSEE TMI Small USD (Price);Eastern Europe;Size;USD;Price;07-Oct-08
EETMSP;CH0042344728;DJSEE TMI Small EUR (Price);Eastern Europe;Size;EUR;Price;07-Oct-08
EETMSR;CH0042344736;DJSEE TMI Small EUR (Return);Eastern Europe;Size;EUR;Return;07-Oct-08
EETMSV;CH0042344744;DJSEE TMI Small USD (Return);Eastern Europe;Size;USD;Return;07-Oct-08
LCXA;CH0008276401;DJS ex EURO Large EUR (Price);Europe ex Eurozone;Size;EUR;Price;11-Oct-99
LCXB;CH0008280890;DJS ex EURO Large EUR (Return);Europe ex Eurozone;Size;EUR;Return;11-Oct-99
LCXC;CH0008277318;DJS ex EURO Large USD (Price);Europe ex Eurozone;Size;USD;Price;11-Oct-99
LCXD;CH0008280916;DJS ex EURO Large USD (Return);Europe ex Eurozone;Size;USD;Return;11-Oct-99
MCXA;CH0008281260;DJS ex EURO Mid EUR (Price);Europe ex Eurozone;Size;EUR;Price;11-Oct-99
MCXB;CH0008281724;DJS ex EURO Mid EUR (Return);Europe ex Eurozone;Size;EUR;Return;11-Oct-99
MCXC;CH0008281617;DJS ex EURO Mid USD (Price);Europe ex Eurozone;Size;USD;Price;11-Oct-99
MCXD;CH0008281732;DJS ex EURO Mid USD (Return);Europe ex Eurozone;Size;USD;Return;11-Oct-99
SCXA;CH0008281963;DJS ex EURO Small EUR (Price);Europe ex Eurozone;Size;EUR;Price;11-Oct-99
SCXB;CH0008283837;DJS ex EURO Small EUR (Return);Europe ex Eurozone;Size;EUR;Return;11-Oct-99
SCXC;CH0008283746;DJS ex EURO Small USD (Price);Europe ex Eurozone;Size;USD;Price;11-Oct-99
SCXD;CH0008285865;DJS ex EURO Small USD (Return);Europe ex Eurozone;Size;USD;Return;11-Oct-99
XBPHF;CH0011444426;DJS ex EURO TMI Large EUR (Price);Europe ex Eurozone;Size;EUR;Price;20-Nov-00
XBPHG;CH0011444863;DJS ex EURO TMI Large EUR (Return);Europe ex Eurozone;Size;EUR;Return;20-Nov-00
XBPHH;CH0011444509;DJS ex EURO TMI Large USD (Price);Europe ex Eurozone;Size;USD;Price;20-Nov-00
XBPHI;CH0011444905;DJS ex EURO TMI Large USD (Return);Europe ex Eurozone;Size;USD;Return;20-Nov-00
XBIGF;CH0011444954;DJS ex EURO TMI Mid EUR (Price);Europe ex Eurozone;Size;EUR;Price;20-Nov-00
XBIGG;CH0011445019;DJS ex EURO TMI Mid EUR (Return);Europe ex Eurozone;Size;EUR;Return;20-Nov-00
XBIGH;CH0011444988;DJS ex EURO TMI Mid USD (Price);Europe ex Eurozone;Size;USD;Price;20-Nov-00
XBIGI;CH0011445035;DJS ex EURO TMI Mid USD (Return);Europe ex Eurozone;Size;USD;Return;20-Nov-00
XBINF;CH0011445084;DJS ex EURO TMI Small EUR (Price);Europe ex Eurozone;Size;EUR;Price;20-Nov-00
XBING;CH0011445118;DJS ex EURO TMI Small EUR (Return);Europe ex Eurozone;Size;EUR;Return;20-Nov-00
XBINH;CH0011445092;DJS ex EURO TMI Small USD (Price);Europe ex Eurozone;Size;USD;Price;20-Nov-00
XBINI;CH0011445134;DJS ex EURO TMI Small USD (Return);Europe ex Eurozone;Size;USD;Return;20-Nov-00
LCXF;CH0008158146;DJS ex UK Large EUR (Price);Europe ex UK;Size;EUR;Price;11-Oct-99
LCXG;CH0008174358;DJS ex UK Large EUR (Return);Europe ex UK;Size;EUR;Return;11-Oct-99
LCXH;CH0008174192;DJS ex UK Large USD (Price);Europe ex UK;Size;USD;Price;11-Oct-99
LCXI;CH0008174598;DJS ex UK Large USD (Return);Europe ex UK;Size;USD;Return;11-Oct-99
MCXF;CH0008174937;DJS ex UK Mid EUR (Price);Europe ex UK;Size;EUR;Price;11-Oct-99
MCXG;CH0008175223;DJS ex UK Mid EUR (Return);Europe ex UK;Size;EUR;Return;11-Oct-99
MCXH;CH0008175215;DJS ex UK Mid USD (Price);Europe ex UK;Size;USD;Price;11-Oct-99
MCXI;CH0008175389;DJS ex UK Mid USD (Return);Europe ex UK;Size;USD;Return;11-Oct-99
SCXF;CH0008175975;DJS ex UK Small EUR (Price);Europe ex UK;Size;EUR;Price;11-Oct-99
SCXG;CH0008176007;DJS ex UK Small EUR (Return);Europe ex UK;Size;EUR;Return;11-Oct-99
SCXH;CH0008175991;DJS ex UK Small USD (Price);Europe ex UK;Size;USD;Price;11-Oct-99
SCXI;CH0008176619;DJS ex UK Small USD (Return);Europe ex UK;Size;USD;Return;11-Oct-99
XBENF;CH0011443568;DJS ex UK TMI Large EUR (Price);Europe ex UK;Size;EUR;Price;20-Nov-00
XBENG;CH0011443667;DJS ex UK TMI Large EUR (Return);Europe ex UK;Size;EUR;Return;20-Nov-00
XBENH;CH0011443634;DJS ex UK TMI Large USD (Price);Europe ex UK;Size;USD;Price;20-Nov-00
XBENI;CH0011443709;DJS ex UK TMI Large USD (Return);Europe ex UK;Size;USD;Return;20-Nov-00
XBFSF;CH0011443832;DJS ex UK TMI Mid EUR (Price);Europe ex UK;Size;EUR;Price;20-Nov-00
XBFSG;CH0011444012;DJS ex UK TMI Mid EUR (Return);Europe ex UK;Size;EUR;Return;20-Nov-00
XBFSH;CH0011443907;DJS ex UK TMI Mid USD (Price);Europe ex UK;Size;USD;Price;20-Nov-00
XBFSI;CH0011444046;DJS ex UK TMI Mid USD (Return);Europe ex UK;Size;USD;Return;20-Nov-00
XBFOF;CH0011444079;DJS ex UK TMI Small EUR (Price);Europe ex UK;Size;EUR;Price;20-Nov-00
XBFOG;CH0011444178;DJS ex UK TMI Small EUR (Return);Europe ex UK;Size;EUR;Return;20-Nov-00
XBFOH;CH0011444087;DJS ex UK TMI Small USD (Price);Europe ex UK;Size;USD;Price;20-Nov-00
XBFOI;CH0011444277;DJS ex UK TMI Small USD (Return);Europe ex UK;Size;USD;Return;20-Nov-00
LCXL;CH0009042059;DJS Large 200 USD (Price);Europe;Size;USD;Price;11-Oct-99
LCXP;CH0009041895;DJS Large 200 EUR (Price);Europe;Size;EUR;Price;11-Oct-99
LCXR;CH0009042083;DJS Large 200 EUR (Return);Europe;Size;EUR;Return;11-Oct-99
LCXV;CH0009042174;DJS Large 200 USD (Return);Europe;Size;USD;Return;11-Oct-99
MCXL;CH0009107316;DJS Mid 200 USD (Price);Europe;Size;USD;Price;11-Oct-99
MCXP;CH0009107191;DJS Mid 200 EUR (Price);Europe;Size;EUR;Price;11-Oct-99
MCXR;CH0009107365;DJS Mid 200 EUR (Return);Europe;Size;EUR;Return;11-Oct-99
MCXV;CH0009107373;DJS Mid 200 USD (Return);Europe;Size;USD;Return;11-Oct-99
KLXH;CH0009117497;DJS NORDIC Large USD (Price);Nordic;Size;USD;Price;11-Oct-99
KLXI;CH0009117513;DJS NORDIC Large USD (Return);Nordic;Size;USD;Return;11-Oct-99
KLXP;CH0009117489;DJS NORDIC Large EUR (Price);Nordic;Size;EUR;Price;11-Oct-99
KLXR;CH0009117505;DJS NORDIC Large EUR (Return);Nordic;Size;EUR;Return;11-Oct-99
KLXX;CH0037485270;DJS NORDIC Large SEK (Price);Nordic;Size;SEK;Price;21-Apr-08
KLXY;CH0037485296;DJS NORDIC Large SEK (Return);Nordic;Size;SEK;Return;21-Apr-08
KLXNX;CH0037486179;DJS NORDIC Large NOK (Price);Nordic;Size;NOK;Price;21-Apr-08
KLXNY;CH0037486195;DJS NORDIC Large NOK (Return);Nordic;Size;NOK;Return;21-Apr-08
KLXDX;CH0037486997;DJS NORDIC Large DKK (Price);Nordic;Size;DKK;Price;21-Apr-08
KLXDY;CH0037487011;DJS NORDIC Large DKK (Return);Nordic;Size;DKK;Return;21-Apr-08
KMXH;CH0009117844;DJS NORDIC Mid USD (Price);Nordic;Size;USD;Price;11-Oct-99
KMXI;CH0009117885;DJS NORDIC Mid USD (Return);Nordic;Size;USD;Return;11-Oct-99
KMXP;CH0009117752;DJS NORDIC Mid EUR (Price);Nordic;Size;EUR;Price;11-Oct-99
KMXR;CH0009117869;DJS NORDIC Mid EUR (Return);Nordic;Size;EUR;Return;11-Oct-99
KMXX;CH0037485312;DJS NORDIC Mid SEK (Price);Nordic;Size;SEK;Price;21-Apr-08
KMXY;CH0037485338;DJS NORDIC Mid SEK (Return);Nordic;Size;SEK;Return;21-Apr-08
KMXNX;CH0037486203;DJS NORDIC Mid NOK (Price);Nordic;Size;NOK;Price;21-Apr-08
KMXNY;CH0037486211;DJS NORDIC Mid NOK (Return);Nordic;Size;NOK;Return;21-Apr-08
KMXDX;CH0037487029;DJS NORDIC Mid DKK (Price);Nordic;Size;DKK;Price;21-Apr-08
KMXDY;CH0037487037;DJS NORDIC Mid DKK (Return);Nordic;Size;DKK;Return;21-Apr-08
KSXH;CH0009118172;DJS NORDIC Small USD (Price);Nordic;Size;USD;Price;11-Oct-99
KSXI;CH0009118206;DJS NORDIC Small USD (Return);Nordic;Size;USD;Return;11-Oct-99
KSXP;CH0009117992;DJS NORDIC Small EUR (Price);Nordic;Size;EUR;Price;11-Oct-99
KSXR;CH0009118180;DJS NORDIC Small EUR (Return);Nordic;Size;EUR;Return;11-Oct-99
KSXX;CH0037485346;DJS NORDIC Small SEK (Price);Nordic;Size;SEK;Price;21-Apr-08
KSXY;CH0037485353;DJS NORDIC Small SEK (Return);Nordic;Size;SEK;Return;21-Apr-08
KSXNX;CH0037486229;DJS NORDIC Small NOK (Price);Nordic;Size;NOK;Price;21-Apr-08
KSXNY;CH0037486237;DJS NORDIC Small NOK (Return);Nordic;Size;NOK;Return;21-Apr-08
KSXDX;CH0037487045;DJS NORDIC Small DKK (Price);Nordic;Size;DKK;Price;21-Apr-08
KSXDY;CH0037487052;DJS NORDIC Small DKK (Return);Nordic;Size;DKK;Return;21-Apr-08
XBMDF;CH0011445167;DJS NORDIC TMI Large EUR (Price);Nordic;Size;EUR;Price;20-Nov-00
XBMDG;CH0011445233;DJS NORDIC TMI Large EUR (Return);Nordic;Size;EUR;Return;20-Nov-00
XBMDH;CH0011445191;DJS NORDIC TMI Large USD (Price);Nordic;Size;USD;Price;20-Nov-00
XBMDI;CH0011445258;DJS NORDIC TMI Large USD (Return);Nordic;Size;USD;Return;20-Nov-00
XBMDX;CH0037485569;DJS NORDIC TMI Large SEK (Price);Nordic;Size;SEK;Price;21-Apr-08
XBMDY;CH0037485577;DJS NORDIC TMI Large SEK (Return);Nordic;Size;SEK;Return;21-Apr-08
XBMDNX;CH0037486393;DJS NORDIC TMI Large NOK (Price);Nordic;Size;NOK;Price;21-Apr-08
XBMDNY;CH0037486419;DJS NORDIC TMI Large NOK (Return);Nordic;Size;NOK;Return;21-Apr-08
XBMDDX;CH0037487169;DJS NORDIC TMI Large DKK (Price);Nordic;Size;DKK;Price;21-Apr-08
XBMDDY;CH0037487177;DJS NORDIC TMI Large DKK (Return);Nordic;Size;DKK;Return;21-Apr-08
XBNCF;CH0011445340;DJS NORDIC TMI Mid EUR (Price);Nordic;Size;EUR;Price;20-Nov-00
XBNCG;CH0011445407;DJS NORDIC TMI Mid EUR (Return);Nordic;Size;EUR;Return;20-Nov-00
XBNCH;CH0011445381;DJS NORDIC TMI Mid USD (Price);Nordic;Size;USD;Price;20-Nov-00
XBNCI;CH0011445415;DJS NORDIC TMI Mid USD (Return);Nordic;Size;USD;Return;20-Nov-00
XBNCX;CH0037485585;DJS NORDIC TMI Mid SEK (Price);Nordic;Size;SEK;Price;21-Apr-08
XBNCY;CH0037485619;DJS NORDIC TMI Mid SEK (Return);Nordic;Size;SEK;Return;21-Apr-08
XBNCNX;CH0037486427;DJS NORDIC TMI Mid NOK (Price);Nordic;Size;NOK;Price;21-Apr-08
XBNCNY;CH0037486435;DJS NORDIC TMI Mid NOK (Return);Nordic;Size;NOK;Return;21-Apr-08
XBNCDX;CH0037487193;DJS NORDIC TMI Mid DKK (Price);Nordic;Size;DKK;Price;21-Apr-08
XBNCDY;CH0037487219;DJS NORDIC TMI Mid DKK (Return);Nordic;Size;DKK;Return;21-Apr-08
XBREF;CH0011446629;DJS NORDIC TMI Small EUR (Price);Nordic;Size;EUR;Price;20-Nov-00
XBREG;CH0011446934;DJS NORDIC TMI Small EUR (Return);Nordic;Size;EUR;Return;20-Nov-00
XBREH;CH0011446785;DJS NORDIC TMI Small USD (Price);Nordic;Size;USD;Price;20-Nov-00
XBREI;CH0011447098;DJS NORDIC TMI Small USD (Return);Nordic;Size;USD;Return;20-Nov-00
XBREX;CH0037485627;DJS NORDIC TMI Small SEK (Price);Nordic;Size;SEK;Price;21-Apr-08
XBREY;CH0037485635;DJS NORDIC TMI Small SEK (Return);Nordic;Size;SEK;Return;21-Apr-08
XBRENX;CH0037486443;DJS NORDIC TMI Small NOK (Price);Nordic;Size;NOK;Price;21-Apr-08
XBRENY;CH0037486450;DJS NORDIC TMI Small NOK (Return);Nordic;Size;NOK;Return;21-Apr-08
XBREDX;CH0037487227;DJS NORDIC TMI Small DKK (Price);Nordic;Size;DKK;Price;21-Apr-08
XBREDY;CH0037487235;DJS NORDIC TMI Small DKK (Return);Nordic;Size;DKK;Return;21-Apr-08
SCXL;CH0009107670;DJS Small 200 USD (Price);Europe;Size;USD;Price;11-Oct-99
SCXP;CH0009107639;DJS Small 200 EUR (Price);Europe;Size;EUR;Price;11-Oct-99
SCXR;CH0009108033;DJS Small 200 EUR (Return);Europe;Size;EUR;Return;11-Oct-99
SCXV;CH0009108041;DJS Small 200 USD (Return);Europe;Size;USD;Return;11-Oct-99
XBATF;CH0011439202;DJS TMI Large EUR (Price);Europe;Size;EUR;Price;20-Nov-00
XBATG;CH0011439459;DJS TMI Large EUR (Return);Europe;Size;EUR;Return;20-Nov-00
XBATH;CH0011439228;DJS TMI Large USD (Price);Europe;Size;USD;Price;20-Nov-00
XBATI;CH0011439483;DJS TMI Large USD (Return);Europe;Size;USD;Return;20-Nov-00
XBBAF;CH0011439616;DJS TMI Mid EUR (Price);Europe;Size;EUR;Price;20-Nov-00
XBBAG;CH0011439665;DJS TMI Mid EUR (Return);Europe;Size;EUR;Return;20-Nov-00
XBBAH;CH0011439657;DJS TMI Mid USD (Price);Europe;Size;USD;Price;20-Nov-00
XBBAI;CH0011439756;DJS TMI Mid USD (Return);Europe;Size;USD;Return;20-Nov-00
XBBSF;CH0011440119;DJS TMI Small EUR (Price);Europe;Size;EUR;Price;20-Nov-00
XBBSG;CH0011440150;DJS TMI Small EUR (Return);Europe;Size;EUR;Return;20-Nov-00
XBBSH;CH0011440135;DJS TMI Small USD (Price);Europe;Size;USD;Price;20-Nov-00
XBBSI;CH0011440192;DJS TMI Small USD (Return);Europe;Size;USD;Return;20-Nov-00
SX5EBW;CH0026600970;DJES50 BuyWrite EUR (Return);Eurozone;Strategy;EUR;Return;18-Sep-06
SX5EBP;CH0029148886;DJES50 BuyWrite EUR (Price);Eurozone;Strategy;EUR;Price;19-Feb-07
SX5EL;CH0029194906;DJES50 Leveraged EUR (Price);Eurozone;Strategy;EUR;Price;27-Feb-07
SX5TS;CH0029194971;DJES50 Short EUR (Return);Eurozone;Strategy;EUR;Return;27-Feb-07
V6I1;DE000A0G87B2;VSTOXX 1M;Eurozone;Strategy;EUR;Price;20-Apr-05
V6I6;DE000A0G87G1;VSTOXX 12M;Eurozone;Strategy;EUR;Price;20-Apr-05
V6I7;DE000A0G87H9;VSTOXX 18M;Eurozone;Strategy;EUR;Price;20-Apr-05
V6I2;DE000A0G87C0;VSTOXX 2M;Eurozone;Strategy;EUR;Price;20-Apr-05
V6I8;DE000A0G87J5;VSTOXX 24M;Eurozone;Strategy;EUR;Price;20-Apr-05
V6I3;DE000A0G87D8;VSTOXX 3M;Eurozone;Strategy;EUR;Price;20-Apr-05
V6I4;DE000A0G87E6;VSTOXX 6M;Eurozone;Strategy;EUR;Price;20-Apr-05
V6I5;DE000A0G87F3;VSTOXX 9M;Eurozone;Strategy;EUR;Price;20-Apr-05
V2TX;DE000A0C3QF1;VSTOXX;Eurozone;Strategy;EUR;Price;20-Apr-05
SXARS;CH0033337277;DJS Aut&Prt [3300] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SX7RS;CH0033337293;DJS Banks [8300] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SXPRS;CH0033337319;DJS Bas Res [1700] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SX4RS;CH0033337335;DJS Chem [1300] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SXORS;CH0033337343;DJS Cns&Mat [2300] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SXFRS;CH0033337350;DJS Fin Svcs [8700] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SX3RS;CH0033337368;DJS Fd&Bvr [3500] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SXDRS;CH0033337376;DJS Hea Care [4500] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SXNRS;CH0033337400;DJS Indus Gd [2700] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SXIRS;CH0033337418;DJS Insur [8500] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SXMRS;CH0033337426;DJS Media [5500] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SXERS;CH0033337434;DJS Oil&Gas [0500] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SXQRS;CH0033337459;DJS Pr&Ho Gd [3700] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SXR8S;CH0043274379;DJS Rea Es [8600] Short EUR (Return);Europe;Strategy;EUR;Return;29-Sep-08
SXRRS;CH0033337467;DJS Retail [5300] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SX8RS;CH0033337475;DJS Tech [9500] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SXKRS;CH0033337483;DJS Telecom [6500] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SXTRS;CH0033337509;DJS Trv&Lsr [5700] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SX6RS;CH0033337517;DJS Util [7500] Short EUR (Return);Europe;Strategy;EUR;Return;02-Oct-07
SG2E;CH0031152264;DJES Strong Growth 20 EUR (Price);Eurozone;Style;EUR;Price;04-Jun-07
SG2K;CH0031152330;DJES Strong Growth 20 USD (Price);Eurozone;Style;USD;Price;04-Jun-07
SG2T;CH0031152298;DJES Strong Growth 20 EUR (Return);Eurozone;Style;EUR;Return;04-Jun-07
SG2U;CH0031152348;DJES Strong Growth 20 USD (Return);Eurozone;Style;USD;Return;04-Jun-07
SS4E;CH0031152108;DJES Strong Style 40 EUR (Price);Eurozone;Style;EUR;Price;04-Jun-07
SS4K;CH0031152140;DJES Strong Style 40 USD (Price);Eurozone;Style;USD;Price;04-Jun-07
SS4T;CH0031152132;DJES Strong Style 40 EUR (Return);Eurozone;Style;EUR;Return;04-Jun-07
SS4U;CH0031152157;DJES Strong Style 40 USD (Return);Eurozone;Style;USD;Return;04-Jun-07
SV2E;CH0031152199;DJES Strong Value 20 EUR (Price);Eurozone;Style;EUR;Price;04-Jun-07
SV2K;CH0031152249;DJES Strong Value 20 USD (Price);Eurozone;Style;USD;Price;04-Jun-07
SV2T;CH0031152215;DJES Strong Value 20 EUR (Return);Eurozone;Style;EUR;Return;04-Jun-07
SV2U;CH0031152256;DJES Strong Value 20 USD (Return);Eurozone;Style;USD;Return;04-Jun-07
STGE;CH0012350903;DJES TMI Growth EUR (Price);Eurozone;Style;EUR;Price;18-Jul-01
STGK;CH0012350978;DJES TMI Growth USD (Price);Eurozone;Style;USD;Price;18-Jul-01
STGT;CH0012350952;DJES TMI Growth EUR (Return);Eurozone;Style;EUR;Return;18-Jul-01
STGU;CH0012351018;DJES TMI Growth USD (Return);Eurozone;Style;USD;Return;18-Jul-01
SLGE;CH0012350028;DJES Growth Large EUR (Price);Eurozone;Style;EUR;Price;18-Jul-01
SLGK;CH0012350077;DJES Growth Large USD (Price);Eurozone;Style;USD;Price;18-Jul-01
SLGT;CH0012350044;DJES Growth Large EUR (Return);Eurozone;Style;EUR;Return;18-Jul-01
SLGU;CH0012350168;DJES Growth Large USD (Return);Eurozone;Style;USD;Return;18-Jul-01
SMGE;CH0012350259;DJES Growth Mid EUR (Price);Eurozone;Style;EUR;Price;18-Jul-01
SMGK;CH0012350325;DJES Growth Mid USD (Price);Eurozone;Style;USD;Price;18-Jul-01
SMGT;CH0012350309;DJES Growth Mid EUR (Return);Eurozone;Style;EUR;Return;18-Jul-01
SMGU;CH0012350333;DJES Growth Mid USD (Return);Eurozone;Style;USD;Return;18-Jul-01
SSGE;CH0012350432;DJES Growth Small EUR (Price);Eurozone;Style;EUR;Price;18-Jul-01
SSGK;CH0012350531;DJES Growth Small USD (Price);Eurozone;Style;USD;Price;18-Jul-01
SSGT;CH0012350499;DJES Growth Small EUR (Return);Eurozone;Style;EUR;Return;18-Jul-01
SSGU;CH0012350572;DJES Growth Small USD (Return);Eurozone;Style;USD;Return;18-Jul-01
STVE;CH0012351588;DJES TMI Value EUR (Price);Eurozone;Style;EUR;Price;18-Jul-01
STVK;CH0012351612;DJES TMI Value USD (Price);Eurozone;Style;USD;Price;18-Jul-01
STVT;CH0012351596;DJES TMI Value EUR (Return);Eurozone;Style;EUR;Return;18-Jul-01
STVU;CH0012351620;DJES TMI Value USD (Return);Eurozone;Style;USD;Return;18-Jul-01
SLVE;CH0012351067;DJES Value Large EUR (Price);Eurozone;Style;EUR;Price;18-Jul-01
SLVK;CH0012351091;DJES Value Large USD (Price);Eurozone;Style;USD;Price;18-Jul-01
SLVT;CH0012351083;DJES Value Large EUR (Return);Eurozone;Style;EUR;Return;18-Jul-01
SLVU;CH0012351109;DJES Value Large USD (Return);Eurozone;Style;USD;Return;18-Jul-01
SMVE;CH0012351133;DJES Value Mid EUR (Price);Eurozone;Style;EUR;Price;18-Jul-01
SMVK;CH0012351232;DJES Value Mid USD (Price);Eurozone;Style;USD;Price;18-Jul-01
SMVT;CH0012351166;DJES Value Mid EUR (Return);Eurozone;Style;EUR;Return;18-Jul-01
SMVU;CH0012351240;DJES Value Mid USD (Return);Eurozone;Style;USD;Return;18-Jul-01
SSVE;CH0012351307;DJES Value Small EUR (Price);Eurozone;Style;EUR;Price;18-Jul-01
SSVK;CH0012351356;DJES Value Small USD (Price);Eurozone;Style;USD;Price;18-Jul-01
SSVT;CH0012351323;DJES Value Small EUR (Return);Eurozone;Style;EUR;Return;18-Jul-01
SSVU;CH0012351364;DJES Value Small USD (Return);Eurozone;Style;USD;Return;18-Jul-01
SG2L;CH0031152066;DJS Strong Growth 20 USD (Price);Europe;Style;USD;Price;04-Jun-07
SG2P;CH0031152041;DJS Strong Growth 20 EUR (Price);Europe;Style;EUR;Price;04-Jun-07
SG2R;CH0031152058;DJS Strong Growth 20 EUR (Return);Europe;Style;EUR;Return;04-Jun-07
SG2V;CH0031152090;DJS Strong Growth 20 USD (Return);Europe;Style;USD;Return;04-Jun-07
SS4L;CH0031151936;DJS Strong Style 40 USD (Price);Europe;Style;USD;Price;04-Jun-07
SS4P;CH0031151902;DJS Strong Style 40 EUR (Price);Europe;Style;EUR;Price;04-Jun-07
SS4R;CH0031151910;DJS Strong Style 40 EUR (Return);Europe;Style;EUR;Return;04-Jun-07
SS4V;CH0031151951;DJS Strong Style 40 USD (Return);Europe;Style;USD;Return;04-Jun-07
SV2L;CH0031152009;DJS Strong Value 20 USD (Price);Europe;Style;USD;Price;04-Jun-07
SV2P;CH0031151985;DJS Strong Value 20 EUR (Price);Europe;Style;EUR;Price;04-Jun-07
SV2R;CH0031151993;DJS Strong Value 20 EUR (Return);Europe;Style;EUR;Return;04-Jun-07
SV2V;CH0031152017;DJS Strong Value 20 USD (Return);Europe;Style;USD;Return;04-Jun-07
STGL;CH0012341506;DJS TMI Growth USD (Price);Europe;Style;USD;Price;18-Jul-01
STGP;CH0012341373;DJS TMI Growth EUR (Price);Europe;Style;EUR;Price;18-Jul-01
STGR;CH0012341456;DJS TMI Growth EUR (Return);Europe;Style;EUR;Return;18-Jul-01
STGV;CH0012341522;DJS TMI Growth USD (Return);Europe;Style;USD;Return;18-Jul-01
SLGL;CH0012340789;DJS Growth Large USD (Price);Europe;Style;USD;Price;18-Jul-01
SLGP;CH0012340755;DJS Growth Large EUR (Price);Europe;Style;EUR;Price;18-Jul-01
SLGR;CH0012340771;DJS Growth Large EUR (Return);Europe;Style;EUR;Return;18-Jul-01
SLGV;CH0012340805;DJS Growth Large USD (Return);Europe;Style;USD;Return;18-Jul-01
SMGL;CH0012340888;DJS Growth Mid USD (Price);Europe;Style;USD;Price;18-Jul-01
SMGP;CH0012340847;DJS Growth Mid EUR (Price);Europe;Style;EUR;Price;18-Jul-01
SMGR;CH0012340862;DJS Growth Mid EUR (Return);Europe;Style;EUR;Return;18-Jul-01
SMGV;CH0012340920;DJS Growth Mid USD (Return);Europe;Style;USD;Return;18-Jul-01
SSGL;CH0012341068;DJS Growth Small USD (Price);Europe;Style;USD;Price;18-Jul-01
SSGP;CH0012341027;DJS Growth Small EUR (Price);Europe;Style;EUR;Price;18-Jul-01
SSGR;CH0012341043;DJS Growth Small EUR (Return);Europe;Style;EUR;Return;18-Jul-01
