Symbol;ISIN;Description;Region;Classification;Curr;Type;Start
DJW9BASR;;DJS Gl1800xAP BsRs EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9BASV;;DJS Gl1800xAP BsRs USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW9CHM;;DJS Gl1800xAP Chm USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9CHME;;DJS Gl1800xAP Chm EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9CHMR;;DJS Gl1800xAP Chm EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9CHMV;;DJS Gl1800xAP Chm USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW9CNS;;DJS Gl1800xAP CnMt USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9CNSE;;DJS Gl1800xAP CnMt EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9CNSR;;DJS Gl1800xAP CnMt EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9CNSV;;DJS Gl1800xAP CnMt USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW9FSV;;DJS Gl1800xAP FnSv USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9FSVE;;DJS Gl1800xAP FnSv EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9FSVR;;DJS Gl1800xAP FnSv EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9FSVV;;DJS Gl1800xAP FnSv USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW9FOB;;DJS Gl1800xAP FBv USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9FOBE;;DJS Gl1800xAP FBv EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9FOBR;;DJS Gl1800xAP FBv EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9FOBV;;DJS Gl1800xAP FBv USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW9HCR;;DJS Gl1800xAP HtCr USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9HCRE;;DJS Gl1800xAP HtCr EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9HCRR;;DJS Gl1800xAP HtCr EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9HCRV;;DJS Gl1800xAP HtCr USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW9IGS;;DJS Gl1800xAP InGS USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9IGSE;;DJS Gl1800xAP InGS EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9IGSR;;DJS Gl1800xAP InGS EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9IGSV;;DJS Gl1800xAP InGS USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW9INS;;DJS Gl1800xAP Ins USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9INSE;;DJS Gl1800xAP Ins EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9INSR;;DJS Gl1800xAP Ins EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9INSV;;DJS Gl1800xAP Ins USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW9MDI;;DJS Gl1800xAP Mda USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9MDIE;;DJS Gl1800xAP Mda EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9MDIR;;DJS Gl1800xAP Mda EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9MDIV;;DJS Gl1800xAP Mda USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW9ENE;;DJS Gl1800xAP OlGs USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9ENEE;;DJS Gl1800xAP OlGs EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9ENER;;DJS Gl1800xAP OlGs EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9ENEV;;DJS Gl1800xAP OlGs USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW9NCG;;DJS Gl1800xAP PHdG USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9NCGE;;DJS Gl1800xAP PHdG EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9NCGR;;DJS Gl1800xAP PHdG EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9NCGV;;DJS Gl1800xAP PHdG USD (Return);Global;Supersector;USD;Return;12-Nov-03
SGXAPREP;;DJS Gl1800xAP RealEst EUR (Price);Global;Supersector;EUR;Price;22-Sep-08
SGXAPRER;;DJS Gl1800xAP RealEst EUR (Return);Global;Supersector;EUR;Return;22-Sep-08
SGXAPREL;;DJS Gl1800xAP RealEst USD (Price);Global;Supersector;USD;Price;22-Sep-08
SGXAPREV;;DJS Gl1800xAP RealEst USD (Return);Global;Supersector;USD;Return;22-Sep-08
DJW9RTS;;DJS Gl1800xAP Rt USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9RTSE;;DJS Gl1800xAP Rt EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9RTSR;;DJS Gl1800xAP Rt EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9RTSV;;DJS Gl1800xAP Rt USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW9TEC;;DJS Gl1800xAP Tec USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9TECE;;DJS Gl1800xAP Tec EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9TECR;;DJS Gl1800xAP Tec EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9TECV;;DJS Gl1800xAP Tec USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW9TLS;;DJS Gl1800xAP Tls USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9TLSE;;DJS Gl1800xAP Tls EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9TLSR;;DJS Gl1800xAP Tls EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9TLSV;;DJS Gl1800xAP Tls USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW9CGS;;DJS Gl1800xAP TvLs USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9CGSE;;DJS Gl1800xAP TvLs EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9CGSR;;DJS Gl1800xAP TvLs EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9CGSV;;DJS Gl1800xAP TvLs USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW9UTI;;DJS Gl1800xAP Utl USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW9UTIE;;DJS Gl1800xAP Utl EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW9UTIR;;DJS Gl1800xAP Utl EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW9UTIV;;DJS Gl1800xAP Utl USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8ATO;;DJS Gl1800xEu AtPt USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8ATOE;;DJS Gl1800xEu AtPt EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8ATOR;;DJS Gl1800xEu AtPt EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8ATOV;;DJS Gl1800xEu AtPt USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8BNK;;DJS Gl1800xEu Bk USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8BNKE;;DJS Gl1800xEu Bk EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8BNKR;;DJS Gl1800xEu Bk EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8BNKV;;DJS Gl1800xEu Bk USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8BAS;;DJS Gl1800xEu BsRs USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8BASE;;DJS Gl1800xEu BsRs EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8BASR;;DJS Gl1800xEu BsRs EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8BASV;;DJS Gl1800xEu BsRs USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8CHM;;DJS Gl1800xEu Chm USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8CHME;;DJS Gl1800xEu Chm EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8CHMR;;DJS Gl1800xEu Chm EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8CHMV;;DJS Gl1800xEu Chm USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8CNS;;DJS Gl1800xEu CnMt USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8CNSE;;DJS Gl1800xEu CnMt EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8CNSR;;DJS Gl1800xEu CnMt EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8CNSV;;DJS Gl1800xEu CnMt USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8FSV;;DJS Gl1800xEu FnSv USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8FSVE;;DJS Gl1800xEu FnSv EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8FSVR;;DJS Gl1800xEu FnSv EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8FSVV;;DJS Gl1800xEu FnSv USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8FOB;;DJS Gl1800xEu FdBv USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8FOBE;;DJS Gl1800xEu FdBv EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8FOBR;;DJS Gl1800xEu FdBv EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8FOBV;;DJS Gl1800xEu FdBv USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8HCR;;DJS Gl1800xEu HtCr USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8HCRE;;DJS Gl1800xEu HtCr EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8HCRR;;DJS Gl1800xEu HtCr EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8HCRV;;DJS Gl1800xEu HtCr USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8IGS;;DJS Gl1800xEu IdGS USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8IGSE;;DJS Gl1800xEu IdGS EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8IGSR;;DJS Gl1800xEu IdGS EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8IGSV;;DJS Gl1800xEu IdGS USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8INS;;DJS Gl1800xEu Ins USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8INSE;;DJS Gl1800xEu Ins EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8INSR;;DJS Gl1800xEu Ins EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8INSV;;DJS Gl1800xEu Ins USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8MDI;;DJS Gl1800xEu Mda USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8MDIE;;DJS Gl1800xEu Mda EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8MDIR;;DJS Gl1800xEu Mda EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8MDIV;;DJS Gl1800xEu Mda USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8ENE;;DJS Gl1800xEu OlGs USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8ENEE;;DJS Gl1800xEu OlGs EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8ENER;;DJS Gl1800xEu OlGs EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8ENEV;;DJS Gl1800xEu OlGs USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8NCG;;DJS Gl1800xEu PHdG USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8NCGE;;DJS Gl1800xEu PHdG EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8NCGR;;DJS Gl1800xEu PHdG EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8NCGV;;DJS Gl1800xEu PHdG USD (Return);Global;Supersector;USD;Return;12-Nov-03
SXGXEREP;;DJS Gl1800xEu RealEst EUR (Price);Global;Supersector;EUR;Price;22-Sep-08
SXGXERER;;DJS Gl1800xEu RealEst EUR (Return);Global;Supersector;EUR;Return;22-Sep-08
SXGXEREL;;DJS Gl1800xEu RealEst USD (Price);Global;Supersector;USD;Price;22-Sep-08
SXGXEREV;;DJS Gl1800xEu RealEst USD (Return);Global;Supersector;USD;Return;22-Sep-08
DJW8RTS;;DJS Gl1800xEu Rt USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8RTSE;;DJS Gl1800xEu Rt EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8RTSR;;DJS Gl1800xEu Rt EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8RTSV;;DJS Gl1800xEu Rt USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8TEC;;DJS Gl1800xEu Tec USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8TECE;;DJS Gl1800xEu Tec EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8TECR;;DJS Gl1800xEu Tec EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8TECV;;DJS Gl1800xEu Tec USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8TLS;;DJS Gl1800xEu Tls USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8TLSE;;DJS Gl1800xEu Tls EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8TLSR;;DJS Gl1800xEu Tls EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8TLSV;;DJS Gl1800xEu Tls USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8CGS;;DJS Gl1800xEu TvLs USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8CGSE;;DJS Gl1800xEu TvLs EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8CGSR;;DJS Gl1800xEu TvLs EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8CGSV;;DTSTX1800xEuTvLs USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW8UTI;;DJS Gl1800xEu Utl USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW8UTIE;;DJS Gl1800xEu Utl EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW8UTIR;;DJS Gl1800xEu Utl EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW8UTIV;;DJS Gl1800xEu Utl USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW1FSV;;DJS Gl1800 FnSv USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW1FSVE;;DJS Gl1800 FnSv EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW1FSVR;;DJS Gl1800 FnSv EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW1FSVV;;DJS Gl1800 FnSv USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW1FOB;;DJS Gl1800 FdBv USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW1FOBE;;DJS Gl1800 FdBv EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW1FOBR;;DJS Gl1800 FdBv EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW1FOBV;;DJS Gl1800 FdBv USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW1HCR;;DJS Gl1800 HtCr USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW1HCRE;;DJS Gl1800 HtCr EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW1HCRR;;DJS Gl1800 HtCr EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW1HCRV;;DJS Gl1800 HtCr USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW1IGS;;DJS Gl1800 IGS USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW1IGSE;;DJS Gl1800 IGS EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW1IGSR;;DJS Gl1800 IGS EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW1IGSV;;DJS Gl1800 IGS USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW1INS;;DJS Gl1800 Ins USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW1INSE;;DJS Gl1800 Ins EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW1INSR;;DJS Gl1800 Ins EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW1INSV;;DJS Gl1800 Ins USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW1MDI;;DJS Gl1800 Mda USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW1MDIE;;DJS Gl1800 Mda EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW1MDIR;;DJS Gl1800 Mda EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW1MDIV;;DJS Gl1800 Mda USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW1ENE;;DJS Gl1800 OlGs USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW1ENEE;;DJS Gl1800 OlGs EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW1ENER;;DJS Gl1800 OlGs EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW1ENEV;;DJS Gl1800 OlGs USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW1NCG;;DJS Gl1800 PHdG USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW1NCGE;;DJS Gl1800 PHdG EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW1NCGR;;DJS Gl1800 PHdG EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW1NCGV;;DJS Gl1800 PHdG USD (Return);Global;Supersector;USD;Return;12-Nov-03
SXGREP;;DJS Gl1800 RealEst EUR (Price);Global;Supersector;EUR;Price;22-Sep-08
SXGRER;;DJS Gl1800 RealEst EUR (Return);Global;Supersector;EUR;Return;22-Sep-08
SXGREL;;DJS Gl1800 RealEst USD (Price);Global;Supersector;USD;Price;22-Sep-08
SXGREV;;DJS Gl1800 ReaEs USD (Return);Global;Supersector;USD;Return;22-Sep-08
DJW1RTS;;DJS Gl1800 Rtl USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW1RTSE;;DJS Gl1800 Rtl EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW1RTSR;;DJS Gl1800 Rtl EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW1RTSV;;DJS Gl1800 Rtl USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW1TEC;;DJS Gl1800 Tec USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW1TECE;;DJS Gl1800 Tec EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW1TECR;;DJS Gl1800 Tec EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW1TECV;;DJS Gl1800 Tec USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW1TLS;;DJS Gl1800 Tel USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW1TLSE;;DJS Gl1800 Tel EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW1TLSR;;DJS Gl1800 Tel EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW1TLSV;;DJS Gl1800 Tel USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW1CGS;;DJS Gl1800 TrLs USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW1CGSE;;DJS Gl1800 TrLs EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW1CGSR;;DJS Gl1800 TrLs EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW1CGSV;;DJS Gl1800 TrLs USD (Return);Global;Supersector;USD;Return;12-Nov-03
DJW1UTI;;DJS Gl1800 Util USD (Price);Global;Supersector;USD;Price;12-Nov-03
DJW1UTIE;;DJS Gl1800 Util EUR (Price);Global;Supersector;EUR;Price;12-Nov-03
DJW1UTIR;;DJS Gl1800 Util EUR (Return);Global;Supersector;EUR;Return;12-Nov-03
DJW1UTIV;;DJS Gl1800 Util USD (Return);Global;Supersector;USD;Return;12-Nov-03
TBNKF;CH0014277351;DJSN TMI Banks [8300] EUR (Price);Nordic;Supersector;EUR;Price;15-Jul-02
TBNKG;CH0014277401;DJSN TMI Banks [8300] EUR (Return);Nordic;Supersector;EUR;Return;15-Jul-02
TBNKH;CH0014277302;DJSN TMI Banks [8300] USD (Price);Nordic;Supersector;USD;Price;15-Jul-02
TBNKI;CH0014277336;DJSN TMI Banks [8300] USD (Return);Nordic;Supersector;USD;Return;15-Jul-02
TBNKX;CH0037485791;DJSN TMI Banks [8300] SEK (Price);Nordic;Supersector;SEK;Price;21-Apr-08
TBNKY;CH0037485809;DJSN TMI Banks [8300] SEK (Return);Nordic;Supersector;SEK;Return;21-Apr-08
TBNKNX;CH0037486641;DJSN TMI Banks [8300] NOK (Price);Nordic;Supersector;NOK;Price;21-Apr-08
TBNKNY;CH0037486674;DJSN TMI Banks [8300] NOK (Return);Nordic;Supersector;NOK;Return;21-Apr-08
TBNKDX;CH0037487474;DJSN TMI Banks [8300] DKK (Price);Nordic;Supersector;DKK;Price;21-Apr-08
TBNKDY;CH0037487490;DJSN TMI Banks [8300] DKK (Return);Nordic;Supersector;DKK;Return;21-Apr-08
TBASF;CH0014277583;DJSN TMI Bas Res [1700] EUR (Price);Nordic;Supersector;EUR;Price;15-Jul-02
TBASG;CH0014277591;DJSN TMI Bas Res [1700] EUR (Return);Nordic;Supersector;EUR;Return;15-Jul-02
TBASH;CH0014277500;DJSN TMI Bas Res [1700] USD (Price);Nordic;Supersector;USD;Price;15-Jul-02
TBASI;CH0014277575;DJSN TMI Bas Res [1700] USD (Return);Nordic;Supersector;USD;Return;15-Jul-02
TBASX;CH0037485825;DJSN TMI Bas Res [1700] SEK (Price);Nordic;Supersector;SEK;Price;21-Apr-08
TBASY;CH0037485858;DJSN TMI Bas Res [1700] SEK (Return);Nordic;Supersector;SEK;Return;21-Apr-08
TBASNX;CH0037486682;DJSN TMI Bas Res [1700] NOK (Price);Nordic;Supersector;NOK;Price;21-Apr-08
TBASNY;CH0037486690;DJSN TMI Bas Res [1700] NOK (Return);Nordic;Supersector;NOK;Return;21-Apr-08
TBASDX;CH0037487508;DJSN TMI Bas Res [1700] DKK (Price);Nordic;Supersector;DKK;Price;21-Apr-08
TBASDY;CH0037487516;DJSN TMI Bas Res [1700] DKK (Return);Nordic;Supersector;DKK;Return;21-Apr-08
TFSVF;CH0014278110;DJSN TMI Fin Svcs [8700] EUR (Price);Nordic;Supersector;EUR;Price;15-Jul-02
TFSVG;CH0014278136;DJSN TMI Fin Svcs [8700] EUR (Return);Nordic;Supersector;EUR;Return;15-Jul-02
TFSVH;CH0014278094;DJSN TMI Fin Svcs [8700] USD (Price);Nordic;Supersector;USD;Price;15-Jul-02
TFSVI;CH0014278102;DJSN TMI Fin Svcs [8700] USD (Return);Nordic;Supersector;USD;Return;15-Jul-02
TFSVX;CH0037485866;DJSN TMI Fin Svcs [8700] SEK (Price);Nordic;Supersector;SEK;Price;21-Apr-08
TFSVY;CH0037485890;DJSN TMI Fin Svcs [8700] SEK (Return);Nordic;Supersector;SEK;Return;21-Apr-08
TFSVNX;CH0037486708;DJSN TMI Fin Svcs [8700] NOK (Price);Nordic;Supersector;NOK;Price;21-Apr-08
TFSVNY;CH0037486724;DJSN TMI Fin Svcs [8700] NOK (Return);Nordic;Supersector;NOK;Return;21-Apr-08
TFSVDX;CH0037487524;DJSN TMI Fin Svcs [8700] DKK (Price);Nordic;Supersector;DKK;Price;21-Apr-08
TFSVDY;CH0037487532;DJSN TMI Fin Svcs [8700] DKK (Return);Nordic;Supersector;DKK;Return;21-Apr-08
THCRF;CH0014298597;DJSN TMI Hea Care [4500] EUR (Price);Nordic;Supersector;EUR;Price;20-Nov-00
THCRG;CH0014298639;DJSN TMI Hea Care [4500] EUR (Return);Nordic;Supersector;EUR;Return;20-Nov-00
THCRH;CH0014298548;DJSN TMI Hea Care [4500] USD (Price);Nordic;Supersector;USD;Price;20-Nov-00
THCRI;CH0014298571;DJSN TMI Hea Care [4500] USD (Return);Nordic;Supersector;USD;Return;20-Nov-00
THCRX;CH0037485403;DJSN TMI Hea Care [4500] SEK (Price);Nordic;Supersector;SEK;Price;21-Apr-08
THCRY;CH0037485429;DJSN TMI Hea Care [4500] SEK (Return);Nordic;Supersector;SEK;Return;21-Apr-08
THCRNX;CH0037486286;DJSN TMI Hea Care [4500] NOK (Price);Nordic;Supersector;NOK;Price;21-Apr-08
THCRNY;CH0037486294;DJSN TMI Hea Care [4500] NOK (Return);Nordic;Supersector;NOK;Return;21-Apr-08
THCRDX;CH0037487086;DJSN TMI Hea Care [4500] DKK (Price);Nordic;Supersector;DKK;Price;21-Apr-08
THCRDY;CH0037487094;DJSN TMI Hea Care [4500] DKK (Return);Nordic;Supersector;DKK;Return;21-Apr-08
TIGSF;CH0014278193;DJSN TMI Indus Gd [2700] EUR (Price);Nordic;Supersector;EUR;Price;15-Jul-02
TIGSG;CH0014278219;DJSN TMI Indus Gd [2700] EUR (Return);Nordic;Supersector;EUR;Return;15-Jul-02
TIGSH;CH0014278177;DJSN TMI Indus Gd [2700] USD (Price);Nordic;Supersector;USD;Price;15-Jul-02
TIGSI;CH0014278185;DJSN TMI Indus Gd [2700] USD (Return);Nordic;Supersector;USD;Return;15-Jul-02
TIGSX;CH0037485924;DJSN TMI Indus Gd [2700] SEK (Price);Nordic;Supersector;SEK;Price;21-Apr-08
TIGSY;CH0037485932;DJSN TMI Indus Gd [2700] SEK (Return);Nordic;Supersector;SEK;Return;21-Apr-08
TIGSNX;CH0037486740;DJSN TMI Indus Gd [2700] NOK (Price);Nordic;Supersector;NOK;Price;21-Apr-08
TIGSNY;CH0037486765;DJSN TMI Indus Gd [2700] NOK (Return);Nordic;Supersector;NOK;Return;21-Apr-08
TIGSDX;CH0037487540;DJSN TMI Indus Gd [2700] DKK (Price);Nordic;Supersector;DKK;Price;21-Apr-08
TIGSDY;CH0037487557;DJSN TMI Indus Gd [2700] DKK (Return);Nordic;Supersector;DKK;Return;21-Apr-08
TINSF;CH0014292061;DJSN TMI Insur [8500] EUR (Price);Nordic;Supersector;EUR;Price;15-Jul-02
TINSG;CH0014292095;DJSN TMI Insur [8500] EUR (Return);Nordic;Supersector;EUR;Return;15-Jul-02
TINSH;CH0014292046;DJSN TMI Insur [8500] USD (Price);Nordic;Supersector;USD;Price;15-Jul-02
TINSI;CH0014292053;DJSN TMI Insur [8500] USD (Return);Nordic;Supersector;USD;Return;15-Jul-02
TINSX;CH0037485940;DJSN TMI Insur [8500] SEK (Price);Nordic;Supersector;SEK;Price;21-Apr-08
TINSY;CH0037485957;DJSN TMI Insur [8500] SEK (Return);Nordic;Supersector;SEK;Return;21-Apr-08
TINSNX;CH0037486773;DJSN TMI Insur [8500] NOK (Price);Nordic;Supersector;NOK;Price;21-Apr-08
TINSNY;CH0037486781;DJSN TMI Insur [8500] NOK (Return);Nordic;Supersector;NOK;Return;21-Apr-08
TINSDX;CH0037487573;DJSN TMI Insur [8500] DKK (Price);Nordic;Supersector;DKK;Price;21-Apr-08
