%Y-%m-%d;Open;High;Low;Close
1979-01-17;99.46;100;98.33;99.48
1979-01-18;99.48;100.35;98.91;99.72
1979-01-19;99.72;100.57;99.22;99.75
1979-01-22;99.75;100.35;98.90;99.90
1979-01-23;99.90;101.05;99.35;100.60
1979-01-24;100.60;101.31;99.67;100.16
1979-01-25;100.16;101.66;99.99;101.19
1979-01-26;101.19;102.59;101.03;101.86
1979-01-29;101.86;102.33;100.99;101.55
1979-01-30;101.55;102.07;100.68;101.05
1979-01-31;101.05;101.41;99.47;99.93
1979-02-01;99.93;100.38;99.01;99.96
1979-02-02;99.96;100.52;99.10;99.50
1979-02-05;99.07;99.07;97.57;98.09
1979-02-06;98.09;98.74;97.48;98.05
1979-02-07;98.05;98.07;96.51;97.16
1979-02-08;97.16;98.11;96.82;97.65
1979-02-09;97.65;98.50;97.28;97.87
1979-02-12;97.87;98.55;97.05;98.20
1979-02-13;98.25;99.58;98.25;98.93
1979-02-14;98.93;99.64;98.21;98.87
1979-02-15;98.87;99.13;97.96;98.73
1979-02-16;98.73;99.23;98.11;98.67
1979-02-20;98.67;99.67;98.26;99.42
1979-02-21;99.42;100.07;98.69;99.07
1979-02-22;99.07;99.21;97.88;98.33
1979-02-23;98.33;98.50;97.29;97.78
1979-02-26;97.78;98.28;97.20;97.67
1979-02-27;97.65;97.65;95.69;96.13
1979-02-28;96.13;96.69;95.38;96.28
1979-03-01;96.28;97.28;95.98;96.90
1979-03-02;96.90;97.55;96.44;96.97
1979-03-05;97.03;98.64;97.03;98.06
1979-03-06;98.06;98.53;97.36;97.87
1979-03-07;97.87;99.23;97.67;98.44
1979-03-08;98.44;99.82;98.10;99.58
1979-03-09;99.58;100.58;99.12;99.54
1979-03-12;99.54;100.04;98.56;99.67
1979-03-13;99.67;100.66;99.13;99.84
1979-03-14;99.84;100.43;99.23;99.71
1979-03-15;99.71;100.57;99.11;99.86
1979-03-16;99.86;101.16;99.53;100.69
1979-03-19;100.69;101.94;100.35;101.06
1979-03-20;101.06;101.34;100.01;100.50
1979-03-21;100.50;101.48;99.87;101.25
1979-03-22;101.25;102.41;101.04;101.67
1979-03-23;101.67;102.37;101.02;101.60
1979-03-26;101.60;101.77;100.60;101.04
1979-03-27;101.04;102.71;100.81;102.48
1979-03-28;102.48;103.31;101.74;102.12
1979-03-29;102.12;102.78;101.43;102.03
1979-03-30;102.03;102.51;101.03;101.59
1979-04-02;101.56;101.56;100.14;100.90
1979-04-03;100.90;102.67;100.81;102.40
1979-04-04;102.40;103.73;102.16;102.65
1979-04-05;102.65;103.60;102.16;103.26
1979-04-06;103.26;103.95;102.58;103.18
1979-04-09;103.18;103.56;102.28;102.87
1979-04-10;102.87;103.83;102.42;103.34
1979-04-11;103.34;103.77;101.92;102.31
1979-04-12;102.31;102.77;101.51;102
1979-04-16;102;102.02;100.67;101.12
1979-04-17;101.12;101.94;100.65;101.24
1979-04-18;101.24;102.23;100.96;101.70
1979-04-19;101.70;102.40;100.88;101.28
1979-04-20;101.28;101.81;100.46;101.23
1979-04-23;101.23;102;100.68;101.57
1979-04-24;101.57;103.02;101.39;102.20
1979-04-25;102.20;103.07;101.79;102.50
1979-04-26;102.50;102.91;101.58;102.01
1979-04-27;102.01;102.32;101.04;101.80
1979-04-30;101.80;102.24;100.91;101.76
1979-05-01;101.76;102.50;101.22;101.68
1979-05-02;101.68;102.28;101;101.72
1979-05-03;101.72;102.57;101.25;101.81
1979-05-04;101.81;102.08;100.42;100.69
1979-05-07;100.37;100.37;98.78;99.02
1979-05-08;99.02;99.56;97.98;99.17
1979-05-09;99.17;100.01;98.50;99.46
1979-05-10;99.46;99.63;98.22;98.52
1979-05-11;98.52;99.03;97.92;98.52
1979-05-14;98.52;98.95;97.71;98.06
1979-05-15;98.06;98.90;97.60;98.14
1979-05-16;98.14;98.80;97.49;98.42
1979-05-17;98.42;100.22;98.29;99.94
1979-05-18;99.94;100.73;99.33;99.93
1979-05-21;99.93;100.75;99.37;100.14
1979-05-22;100.14;100.93;99.45;100.51
1979-05-23;100.51;101.31;99.63;99.89
1979-05-24;99.89;100.44;99.14;99.93
1979-05-25;99.93;100.68;99.52;100.22
1979-05-29;100.22;100.76;99.56;100.05
1979-05-30;100.05;100.25;98.79;99.11
1979-05-31;99.11;99.61;98.29;99.08
1979-06-01;99.08;99.70;98.57;99.17
1979-06-04;99.17;99.76;98.61;99.32
1979-06-05;99.32;101.07;99.17;100.62
1979-06-06;100.62;101.96;100.38;101.30
1979-06-07;101.30;102.54;101.15;101.79
1979-06-08;101.79;102.23;100.91;101.49
1979-06-11;101.49;102.24;100.91;101.91
1979-06-12;101.91;103.64;101.81;102.85
1979-06-13;102.85;103.58;101.83;102.31
1979-06-14;102.31;102.63;101.04;102.20
1979-06-15;102.20;102.78;101.38;102.09
1979-06-18;102.09;102.48;101.05;101.56
1979-06-19;101.56;102.28;100.91;101.58
1979-06-20;101.58;102.19;100.93;101.63
1979-06-21;101.63;102.74;101.20;102.09
1979-06-22;102.09;103.16;101.91;102.64
1979-06-25;102.64;102.91;101.45;102.09
1979-06-26;102.09;102.09;101.22;101.66
1979-06-27;101.66;102.95;101.29;102.27
1979-06-28;102.27;103.46;101.91;102.80
1979-06-29;102.80;103.67;102.04;102.91
1979-07-02;102.91;103;101.45;101.99
1979-07-03;101.99;102.57;101.31;102.09
1979-07-05;102.09;102.88;101.59;102.43
1979-07-06;102.43;103.91;102.12;103.62
1979-07-09;103.62;105.07;103.36;104.47
1979-07-10;104.47;105.17;103.52;104.20
1979-07-11;104.20;104.34;102.87;103.64
1979-07-12;103.64;103.72;102.22;102.69
1979-07-13;102.69;102.99;101.49;102.32
1979-07-16;102.32;103.20;101.81;102.74
1979-07-17;102.74;103.06;101.27;101.83
1979-07-18;101.83;102.06;100.35;101.69
1979-07-19;101.69;102.42;101.04;101.61
1979-07-20;101.61;102.32;101.06;101.82
1979-07-23;101.82;102.13;100.84;101.59
1979-07-24;101.59;102.50;101.14;101.97
1979-07-25;101.97;103.44;101.85;103.08
1979-07-26;103.08;103.63;102.34;103.10
1979-07-27;103.10;103.50;102.29;103.10
1979-07-30;103.10;103.63;102.42;103.15
1979-07-31;103.15;104.26;102.89;103.81
1979-08-01;103.81;104.57;103.14;104.17
1979-08-02;104.17;105.02;103.59;104.10
1979-08-03;104.10;104.56;103.36;104.04
1979-08-06;104.04;104.66;103.27;104.30
1979-08-07;104.30;106.23;104.12;105.65
1979-08-08;105.65;106.84;105.20;105.98
1979-08-09;105.98;106.25;104.89;105.49
1979-08-10;105.49;106.79;104.81;106.40
1979-08-13;106.40;107.90;106.28;107.42
1979-08-14;107.42;108.03;106.60;107.52
1979-08-15;107.52;108.64;106.75;108.25
1979-08-16;108.25;109.18;107.38;108.09
1979-08-17;108.09;108.94;107.25;108.30
1979-08-20;108.30;109.32;107.69;108.83
1979-08-21;108.83;109.68;108.17;108.91
1979-08-22;108.91;109.56;108.09;108.99
1979-08-23;108.99;109.59;108.12;108.63
1979-08-24;108.63;109.11;107.65;108.60
1979-08-27;108.60;109.84;108.12;109.14
1979-08-28;109.14;109.65;108.47;109.02
1979-08-29;109.02;109.59;108.36;109.02
1979-08-30;109.02;109.59;108.40;109.02
1979-08-31;109.02;109.80;108.58;109.32
1979-09-04;109.32;109.41;107.22;107.44
1979-09-05;107.19;107.19;105.38;106.40
1979-09-06;106.40;107.61;105.97;106.85
1979-09-07;106.85;108.09;106.30;107.66
1979-09-10;107.66;108.71;107.21;108.17
1979-09-11;108.17;108.83;106.80;107.51
1979-09-12;107.51;108.41;106.72;107.82
1979-09-13;107.82;108.53;107.06;107.85
1979-09-14;107.85;109.48;107.42;108.76
1979-09-17;108.76;110.06;108.40;108.84
1979-09-18;108.84;109;107.32;108
1979-09-19;108;109.02;107.52;108.28
1979-09-20;108.28;110.69;107.59;110.51
1979-09-21;110.51;111.58;109.46;110.47
1979-09-24;110.47;110.90;109.16;109.61
1979-09-25;109.61;110.19;108.27;109.68
1979-09-26;109.68;111.25;109.37;109.96
1979-09-27;109.96;110.75;109.19;110.21
1979-09-28;110.21;110.67;108.70;109.32
1979-10-01;109.19;109.19;107.70;108.56
1979-10-02;108.56;110.08;108.03;109.59
1979-10-03;109.59;110.43;108.88;109.59
1979-10-04;109.59;110.81;109.14;110.17
1979-10-05;110.17;112.16;110.16;111.27
1979-10-08;111.27;111.83;109.65;109.88
1979-10-09;109.43;109.43;106.04;106.63
1979-10-10;106.23;106.23;102.31;105.30
1979-10-11;105.30;106.33;103.70;105.05
1979-10-12;105.05;106.20;104.01;104.49
1979-10-15;104.49;104.74;102.69;103.36
1979-10-16;103.36;104.37;102.52;103.19
1979-10-17;103.19;104.54;102.74;103.39
1979-10-18;103.39;104.62;102.92;103.61
1979-10-19;103.58;103.58;101.24;101.60
1979-10-22;101.38;101.38;99.06;100.71
1979-10-23;100.71;101.44;99.61;100.28
1979-10-24;100.28;101.45;99.66;100.44
1979-10-25;100.44;101.39;99.56;100
1979-10-26;100;101.31;99.59;100.57
1979-10-29;100.57;101.56;100.13;100.71
1979-10-30;100.71;102.83;100.41;102.67
1979-10-31;102.67;103.16;101.38;101.82
1979-11-01;101.82;103.07;101.10;102.57
1979-11-02;102.57;103.21;101.92;102.51
1979-11-05;102.51;102.66;101.24;101.82
1979-11-06;101.82;102.01;100.77;101.20
1979-11-07;100.97;100.97;99.42;99.87
1979-11-08;99.87;101;99.49;100.30
1979-11-09;100.58;102.18;100.58;101.51
1979-11-12;101.51;103.72;101.27;103.51
1979-11-13;103.51;104.21;102.42;102.94
1979-11-14;102.94;104.13;101.91;103.39
1979-11-15;103.39;104.94;103.10;104.13
1979-11-16;104.13;104.72;103.07;103.79
1979-11-19;103.79;105.08;103.17;104.23
1979-11-20;104.23;105.11;103.14;103.69
1979-11-21;103.69;104.23;102.04;103.89
1979-11-23;103.89;105.13;103.56;104.67
1979-11-26;104.83;107.44;104.83;106.80
1979-11-27;106.80;107.89;105.64;106.38
1979-11-28;106.38;107.55;105.29;106.77
1979-11-29;106.77;107.84;106.17;106.81
1979-11-30;106.81;107.16;105.56;106.16
1979-12-03;106.16;106.65;105.07;105.83
1979-12-04;105.83;107.25;105.66;106.79
1979-12-05;106.79;108.36;106.60;107.25
1979-12-06;107.25;108.47;106.71;108
1979-12-07;108;109.24;106.55;107.52
1979-12-10;107.52;108.27;106.65;107.67
1979-12-11;107.67;108.58;106.79;107.49
1979-12-12;107.49;108.32;106.78;107.52
1979-12-13;107.52;108.29;106.68;107.67
1979-12-14;107.67;109.49;107.37;108.92
1979-12-17;108.92;110.33;108.36;109.33
1979-12-18;109.33;109.83;107.83;108.30
1979-12-19;108.30;108.79;107.02;108.20
1979-12-20;108.20;109.24;107.40;108.26
1979-12-21;108.26;108.76;106.99;107.59
1979-12-24;107.59;108.08;106.80;107.66
1979-12-26;107.66;108.37;107.06;107.78
1979-12-27;107.78;108.50;107.14;107.96
1979-12-28;107.96;108.61;107.16;107.84
1979-12-31;107.84;108.53;107.26;107.94
1980-01-02;107.94;108.43;105.29;105.76
1980-01-03;105.76;106.08;103.26;105.22
1980-01-04;105.22;107.08;105.09;106.52
1980-01-07;106.52;107.80;105.80;106.81
1980-01-08;106.81;109.29;106.29;108.95
1980-01-09;108.95;111.09;108.41;109.05
1980-01-10;109.05;110.86;108.47;109.89
1980-01-11;109.89;111.16;108.89;109.92
1980-01-14;109.92;111.44;109.34;110.38
1980-01-15;110.38;111.93;109.45;111.14
1980-01-16;111.14;112.90;110.38;111.05
1980-01-17;111.05;112.01;109.81;110.70
1980-01-18;110.70;111.74;109.88;111.07
1980-01-21;111.07;112.90;110.66;112.10
1980-01-22;112.10;113.10;110.92;111.51
1980-01-23;111.51;113.93;110.93;113.44
1980-01-24;113.44;115.27;112.95;113.70
1980-01-25;113.70;114.45;112.36;113.61
1980-01-28;113.61;115.65;112.93;114.85
1980-01-29;114.85;115.77;113.03;114.07
1980-01-30;114.07;115.85;113.37;115.20
1980-01-31;115.20;117.17;113.78;114.16
1980-02-01;114.16;115.54;113.13;115.12
1980-02-04;115.12;116.01;113.83;114.37
1980-02-05;114.37;115.25;112.15;114.66
1980-02-06;114.66;116.57;113.65;115.72
1980-02-07;115.72;117.87;115.22;116.28
1980-02-08;116.28;118.66;115.72;117.95
1980-02-11;117.95;119.05;116.31;117.12
1980-02-12;117.12;118.41;115.75;117.90
1980-02-13;117.90;120.22;117.57;118.44
1980-02-14;118.44;119.30;116.04;116.72
1980-02-15;116.70;116.70;114.12;115.41
1980-02-19;115.41;115.67;113.35;114.60
1980-02-20;114.60;117.18;114.06;116.47
1980-02-21;116.47;117.90;114.44;115.28
1980-02-22;115.28;116.46;113.43;115.04
1980-02-25;114.93;114.93;112.62;113.33
1980-02-26;113.33;114.76;112.30;113.98
1980-02-27;113.98;115.12;111.91;112.38
1980-02-28;112.38;113.70;111.33;112.35
1980-02-29;112.35;114.12;111.77;113.66
1980-03-03;113.66;114.34;112.01;112.50
1980-03-04;112.50;113.41;110.83;112.78
1980-03-05;112.78;113.94;110.58;111.13
1980-03-06;111.13;111.29;107.85;108.65
1980-03-07;108.65;108.96;105.99;106.90
1980-03-10;106.90;107.86;104.92;106.51
1980-03-11;106.51;108.54;106.18;107.78
1980-03-12;107.78;108.40;105.42;106.87
1980-03-13;106.87;107.55;105.10;105.62
1980-03-14;105.62;106.49;104.01;105.43
1980-03-17;105.23;105.23;101.82;102.26
1980-03-18;102.26;104.71;101.14;104.10
1980-03-19;104.10;105.72;103.35;104.31
1980-03-20;104.31;105.17;102.52;103.12
1980-03-21;103.12;103.73;101.55;102.31
1980-03-24;102.18;102.18;98.88;99.28
1980-03-25;99.28;100.58;97.89;99.19
1980-03-26;99.19;101.22;98.10;98.68
1980-03-27;98.68;99.58;94.23;98.22
1980-03-28;98.22;101.43;97.72;100.68
1980-03-31;100.68;102.65;100.02;102.09
1980-04-01;102.09;103.28;100.85;102.18
1980-04-02;102.18;103.87;101.45;102.68
1980-04-03;102.68;103.34;101.31;102.15
1980-04-07;102.15;102.27;99.73;100.19
1980-04-08;100.19;101.88;99.23;101.20
1980-04-09;101.20;103.60;101.01;103.11
1980-04-10;103.11;105;102.81;104.08
1980-04-11;104.08;105.15;103.20;103.79
1980-04-14;103.79;103.92;102.08;102.84
1980-04-15;102.84;103.94;101.85;102.63
1980-04-16;102.63;104.42;101.13;101.54
1980-04-17;101.54;102.21;100.12;101.05
1980-04-18;101.05;102.07;99.97;100.55
1980-04-21;100.55;101.26;98.95;99.80
1980-04-22;100.81;104.02;100.81;103.43
1980-04-23;103.43;105.11;102.81;103.73
1980-04-24;103.73;105.43;102.93;104.40
1980-04-25;104.40;105.57;103.02;105.16
1980-04-28;105.16;106.79;104.64;105.64
1980-04-29;105.64;106.70;104.86;105.86
1980-04-30;105.86;106.72;104.50;106.29
1980-05-01;106.29;106.86;104.72;105.46
1980-05-02;105.46;106.25;104.61;105.58
1980-05-05;105.58;106.83;104.64;106.38
1980-05-06;106.38;107.83;105.36;106.25
1980-05-07;106.25;108.12;105.83;107.18
1980-05-08;107.18;108.02;105.50;106.13
1980-05-09;106.13;106.20;104.18;104.72
1980-05-12;104.72;105.48;103.50;104.78
1980-05-13;104.78;106.76;104.44;106.30
1980-05-14;106.30;107.89;106;106.85
1980-05-15;106.85;107.99;106.07;106.99
1980-05-16;106.99;107.89;106.25;107.35
1980-05-19;107.35;108.43;106.51;107.67
1980-05-20;107.67;108.39;106.75;107.62
1980-05-21;107.62;108.31;106.54;107.72
1980-05-22;107.72;109.73;107.34;109.01
1980-05-23;109.01;111.37;109.01;110.62
1980-05-27;110.62;112.30;110.35;111.40
1980-05-28;111.40;112.72;110.42;112.06
1980-05-29;112.06;112.64;109.86;110.27
1980-05-30;110.27;111.55;108.87;111.24
1980-06-02;111.24;112.15;110.06;110.76
1980-06-03;110.76;111.63;109.77;110.51
1980-06-04;110.51;113.45;110.22;112.61
1980-06-05;112.61;114.38;111.89;112.78
1980-06-06;112.78;114.01;112.11;113.20
1980-06-09;113.20;114.51;112.68;113.71
1980-06-10;113.71;115.50;113.17;114.66
1980-06-11;114.66;116.64;114.22;116.02
1980-06-12;116.02;117.01;114.28;115.52
1980-06-13;115.52;116.94;114.67;115.81
1980-06-16;115.81;116.80;114.78;116.09
1980-06-17;116.09;117.16;115.13;116.03
1980-06-18;116.03;116.84;114.77;116.26
1980-06-19;116.26;116.81;114.36;114.66
1980-06-20;114.66;114.90;113.12;114.06
1980-06-23;114.06;115.28;113.35;114.51
1980-06-24;114.51;115.75;113.76;115.14
1980-06-25;115.14;117.37;115.07;116.72
1980-06-26;116.72;117.98;115.58;116.19
1980-06-27;116.19;116.93;115.06;116
1980-06-30;116;116.04;113.55;114.24
1980-07-01;114.24;115.45;113.54;114.93
1980-07-02;114.93;116.44;114.36;115.68
1980-07-03;115.68;117.80;115.49;117.46
1980-07-07;117.46;118.85;116.96;118.29
1980-07-08;118.29;119.11;117.07;117.84
1980-07-09;117.84;119.52;117.10;117.98
1980-07-10;117.98;118.57;116.38;116.95
1980-07-11;116.95;118.38;116.29;117.84
1980-07-14;117.84;120.37;117.45;120.01
1980-07-15;120.01;121.56;118.85;119.30
1980-07-16;119.30;120.87;118.54;119.63
1980-07-17;119.63;121.84;119.43;121.44
1980-07-18;121.44;123.19;120.88;122.04
1980-07-21;122.04;123.15;120.85;122.51
1980-07-22;122.51;123.90;121.38;122.19
1980-07-23;122.19;123.26;120.93;121.93
1980-07-24;121.93;122.98;120.83;121.79
1980-07-25;121.79;121.96;119.94;120.78
1980-07-28;120.78;122.02;119.78;121.43
1980-07-29;121.43;122.99;120.76;122.40
1980-07-30;122.40;123.93;121.16;122.23
1980-07-31;122.23;122.34;119.40;121.67
1980-08-01;121.67;122.38;120.08;121.21
1980-08-04;121.21;121.63;119.42;120.98
1980-08-05;120.98;122.09;119.96;120.74
1980-08-06;120.74;122.01;119.94;121.55
1980-08-07;121.66;123.84;121.66;123.30
1980-08-08;123.30;125.23;122.82;123.61
1980-08-11;123.61;125.31;122.85;124.78
1980-08-12;124.78;125.78;123.29;123.79
1980-08-13;123.79;124.67;122.49;123.28
1980-08-14;123.28;125.62;122.68;125.25
1980-08-15;125.25;126.61;124.57;125.72
1980-08-18;125.28;125.28;122.82;123.39
1980-08-19;123.39;124;121.97;122.60
1980-08-20;122.60;124.27;121.91;123.77
1980-08-21;123.77;125.99;123.61;125.46
1980-08-22;125.46;127.78;125.18;126.02
1980-08-25;126.02;126.28;124.65;125.16
1980-08-26;125.16;126.29;124.01;124.84
1980-08-27;124.84;124.98;122.93;123.52
1980-08-28;123.52;123.91;121.61;122.08
1980-08-29;122.08;123.01;121.06;122.38
1980-09-02;122.38;124.36;121.79;123.74
1980-09-03;123.87;126.43;123.87;126.12
1980-09-04;126.12;127.70;124.42;125.42
1980-09-05;125.42;126.12;124.08;124.88
1980-09-08;124.88;125.67;122.78;123.31
1980-09-09;123.31;124.52;121.94;124.07
1980-09-10;124.07;125.95;123.60;124.81
1980-09-11;124.81;126.48;124.19;125.66
1980-09-12;125.66;126.75;124.72;125.54
1980-09-15;125.54;126.35;124.09;125.67
1980-09-16;125.67;127.78;125.15;126.74
1980-09-17;126.74;129.68;126.37;128.87
1980-09-18;128.87;130.38;127.63;128.40
1980-09-19;128.40;130.33;127.57;129.25
1980-09-22;129.25;130.99;127.89;130.40
1980-09-23;130.40;132.17;128.55;129.43
1980-09-24;129.43;131.34;128.45;130.37
1980-09-25;130.37;131.53;128.13;128.72
1980-09-26;128.17;128.17;125.29;126.35
1980-09-29;125.41;125.41;122.87;123.54
1980-09-30;123.54;126.09;123.54;125.46
1980-10-01;125.46;127.88;124.66;127.13
1980-10-02;127.13;128.82;126.04;128.09
1980-10-03;128.09;130.44;127.65;129.33
1980-10-06;129.35;132.38;129.35;131.73
1980-10-07;131.73;132.88;130.10;131
1980-10-08;131;132.78;130.28;131.65
1980-10-09;131.65;132.65;130.25;131.04
1980-10-10;131.04;132.15;129.58;130.29
1980-10-13;130.29;132.46;129.37;132.03
1980-10-14;132.03;133.57;131.16;132.02
1980-10-15;132.02;134.35;131.59;133.70
1980-10-16;133.70;135.88;131.64;132.22
1980-10-17;132.22;133.07;130.22;131.52
1980-10-20;131.52;133.21;130.04;132.61
1980-10-21;132.61;134.01;130.78;131.84
1980-10-22;131.84;132.97;130.62;131.92
1980-10-23;131.92;132.54;128.87;129.53
1980-10-24;129.53;130.55;128.04;129.85
1980-10-27;129.85;129.94;127.34;127.88
1980-10-28;127.88;128.86;126.36;128.05
1980-10-29;128.05;129.91;127.07;127.91
1980-10-30;127.91;128.71;125.78;126.29
1980-10-31;126.29;128.24;125.29;127.47
1980-11-03;127.47;129.85;127.23;129.04
1980-11-05;130.77;135.65;130.77;131.33
1980-11-06;131.30;131.30;128.23;128.91
1980-11-07;128.91;130.08;127.74;129.18
1980-11-10;129.18;130.51;128.19;129.48
1980-11-11;129.48;132.30;129.48;131.26
1980-11-12;131.33;135.12;131.33;134.59
1980-11-13;134.59;137.21;134.12;136.49
1980-11-14;136.49;138.96;135.12;137.15
1980-11-17;137.15;138.46;134.90;137.75
1980-11-18;137.91;140.92;137.91;139.70
1980-11-19;139.70;141.76;138.06;139.06
1980-11-20;139.06;141.24;137.79;140.40
1980-11-21;140.40;141.24;138.10;139.11
1980-11-24;139.11;139.36;136.36;138.31
1980-11-25;138.31;140.83;137.42;139.33
1980-11-26;139.33;141.96;138.60;140.17
1980-11-28;140.17;141.54;139;140.52
1980-12-01;140.52;140.66;136.75;137.21
1980-12-02;137.21;138.11;134.37;136.97
1980-12-03;136.97;138.09;135.43;136.71
1980-12-04;136.71;138.40;135.09;136.48
1980-12-05;136.37;136.37;132.91;134.03
1980-12-08;133.19;133.19;129.71;130.61
1980-12-09;130.61;131.92;128.77;130.48
1980-12-10;130.48;131.99;127.94;128.26
1980-12-11;128.26;128.73;125.32;127.36
1980-12-12;127.36;129.98;127.15;129.23
1980-12-15;129.23;131.33;128.64;129.45
1980-12-16;129.45;131.22;128.33;130.60
1980-12-17;130.60;133.59;130.22;132.89
1980-12-18;132.89;135.90;131.89;133
1980-12-19;133;134;131.80;133.70
1980-12-22;133.70;136.68;132.88;135.78
1980-12-23;135.78;137.48;134.01;135.30
1980-12-24;135.30;136.55;134.15;135.88
1980-12-26;135.88;137.02;135.20;136.57
1980-12-29;136.57;137.51;134.36;135.03
1980-12-30;135.03;136.51;134.04;135.33
1980-12-31;135.33;136.76;134.29;135.76
1981-01-02;135.76;137.10;134.61;136.34
1981-01-05;136.34;139.24;135.86;137.97
1981-01-06;137.97;140.32;135.78;138.12
1981-01-07;136.02;136.02;132.30;135.08
1981-01-08;135.08;136.10;131.96;133.06
1981-01-09;133.06;134.76;131.71;133.48
1981-01-12;133.48;135.88;132.79;133.52
1981-01-13;133.52;134.27;131.69;133.29
1981-01-14;133.29;135.25;132.65;133.47
1981-01-15;133.47;135.15;132.44;134.22
1981-01-16;134.22;135.91;133.35;134.77
1981-01-19;134.77;135.86;133.51;134.37
1981-01-20;134.37;135.30;131.26;131.65
1981-01-21;131.65;132.48;129.93;131.36
1981-01-22;131.36;132.08;129.23;130.26
1981-01-23;130.26;131.34;129;130.23
1981-01-26;130.23;131.18;128.57;129.84
1981-01-27;129.84;131.95;129.32;131.12
1981-01-28;131.12;132.41;129.82;130.34
1981-01-29;130.34;131.78;128.97;130.24
1981-01-30;130.24;131.65;128.61;129.55
1981-02-02;129.48;129.48;125.82;126.91
1981-02-03;126.91;128.92;125.89;128.46
1981-02-04;128.46;129.71;127.29;128.59
1981-02-05;128.59;130.49;127.99;129.63
1981-02-06;129.63;131.81;129.03;130.60
1981-02-09;130.60;131.39;128.61;129.27
1981-02-10;129.27;130.19;128.05;129.24
1981-02-11;129.24;129.92;127.60;128.24
1981-02-12;128.24;128.95;126.78;127.48
1981-02-13;127.48;128.34;126.04;126.98
1981-02-17;126.98;128.75;126.43;127.81
1981-02-18;127.81;129.25;127.09;128.48
1981-02-19;128.48;129.07;125.98;126.61
1981-02-20;126.61;127.65;124.66;126.58
1981-02-23;126.58;128.28;125.69;127.35
1981-02-24;127.35;128.76;126.49;127.39
1981-02-25;127.39;129.21;125.77;128.52
1981-02-26;128.52;130.93;128.02;130.10
1981-02-27;130.10;132.02;129.35;131.27
1981-03-02;131.27;132.96;130.15;132.01
1981-03-03;132.01;132.72;129.66;130.56
1981-03-04;130.56;132.07;129.57;130.86
1981-03-05;130.86;131.82;129.25;129.93
1981-03-06;129.93;131.18;128.56;129.85
1981-03-09;129.85;131.94;129.39;131.12
1981-03-10;131.12;132.64;129.72;130.46
1981-03-11;130.46;131.20;128.72;129.95
1981-03-12;129.95;133.56;129.76;133.19
1981-03-13;133.19;135.53;132.39;133.11
1981-03-16;133.11;135.35;132.10;134.68
1981-03-17;134.68;136.09;132.80;133.92
1981-03-18;133.92;135.66;132.80;134.22
1981-03-19;134.22;135.37;132.37;133.46
1981-03-20;133.46;135.29;132.50;134.08
1981-03-23;134.08;136.50;133.41;135.69
1981-03-24;135.69;137.40;134.10;134.67
1981-03-25;134.67;137.32;133.92;137.11
1981-03-26;137.11;138.38;135.29;136.27
1981-03-27;136.27;136.89;133.91;134.65
1981-03-30;134.65;135.87;133.51;134.28
1981-03-31;134.68;137.15;134.68;136
1981-04-01;136;137.56;135.04;136.57
1981-04-02;136.57;137.72;135.16;136.32
1981-04-03;136.32;137.04;134.67;135.49
1981-04-06;135.49;135.61;132.91;133.93
1981-04-07;133.93;135.27;132.96;133.91
1981-04-08;133.91;135.34;133.26;134.31
1981-04-09;134.31;135.80;132.59;134.67
1981-04-10;134.67;136.23;133.18;134.51
1981-04-13;134.51;134.91;132.24;133.15
1981-04-14;133.15;134.03;131.58;132.68
1981-04-15;132.68;134.79;132.20;134.17
1981-04-16;134.17;135.82;133.43;134.70
1981-04-20;134.70;136.25;133.19;135.45
1981-04-21;135.45;136.38;133.49;134.23
1981-04-22;134.23;135.54;132.72;134.14
1981-04-23;134.14;135.90;132.90;133.94
1981-04-24;133.94;136;132.88;135.14
1981-04-27;135.14;136.56;134.13;135.48
1981-04-28;135.48;136.09;133.10;134.33
1981-04-29;134.33;134.69;131.82;133.05
1981-04-30;133.05;134.44;131.85;132.81
1981-05-01;132.81;134.17;131.43;132.72
1981-05-04;131.78;131.78;129.61;130.67
1981-05-05;130.67;131.33;128.93;130.32
1981-05-06;130.32;132.38;130.09;130.78
1981-05-07;130.78;132.41;130.21;131.67
1981-05-08;131.67;132.69;130.84;131.66
1981-05-11;131.66;132.23;129.11;129.71
1981-05-12;129.71;131.17;128.78;130.72
1981-05-13;130.72;131.96;129.53;130.55
1981-05-14;130.55;132.15;129.91;131.28
1981-05-15;131.28;133.21;130.75;132.17
1981-05-18;132.17;133.65;131.49;132.54
1981-05-19;132.54;133.22;130.78;132.09
1981-05-20;132.09;133.03;130.59;132
1981-05-21;132;133.03;130.70;131.75
1981-05-22;131.75;132.65;130.42;131.33
1981-05-26;131.33;133.30;130.64;132.77
1981-05-27;132.77;134.65;131.85;133.77
1981-05-28;133.77;134.92;132;133.45
1981-05-29;133.45;134.36;131.52;132.59
1981-06-01;132.59;134.62;131.49;132.41
1981-06-02;132.41;132.96;129.84;130.62
1981-06-03;130.62;131.37;128.77;130.71
1981-06-04;130.71;132.21;129.72;130.96
1981-06-05;130.96;132.98;130.17;132.22
1981-06-08;132.22;133.68;131.29;132.24
1981-06-09;132.24;133.30;130.94;131.97
1981-06-10;131.97;133.49;131.04;132.32
1981-06-11;132.32;134.31;131.58;133.75
1981-06-12;133.75;135.09;132.40;133.49
1981-06-15;133.49;135.67;132.78;133.61
1981-06-16;133.61;134;131.29;132.15
