%Y-%m-%d;Open;High;Low;Close
1993-10-29;467.72;468.20;467.37;467.83
1993-11-01;467.83;469.11;467.33;469.10
1993-11-02;469.10;469.10;466.20;468.44
1993-11-03;468.44;468.61;460.95;463.02
1993-11-04;463.02;463.16;457.26;457.49
1993-11-05;457.49;459.63;454.36;459.57
1993-11-08;459.57;461.54;458.78;460.21
1993-11-09;460.21;463.42;460.21;460.33
1993-11-10;460.40;463.72;459.57;463.72
1993-11-11;463.72;464.96;462.49;462.64
1993-11-12;462.64;465.84;462.64;465.39
1993-11-15;465.39;466.13;463.01;463.75
1993-11-16;463.75;466.74;462.97;466.74
1993-11-17;466.74;467.24;462.73;464.81
1993-11-18;464.83;464.88;461.73;463.62
1993-11-19;463.59;463.60;460.03;462.60
1993-11-22;462.60;462.60;457.08;459.13
1993-11-23;459.13;461.77;458.47;461.03
1993-11-24;461.03;462.90;461.03;462.36
1993-11-26;462.36;463.63;462.36;463.06
1993-11-29;463.06;464.83;461.83;461.90
1993-11-30;461.90;463.62;460.45;461.79
1993-12-01;461.93;464.47;461.63;461.89
1993-12-02;461.89;463.22;461.45;463.11
1993-12-03;463.13;464.89;462.67;464.89
1993-12-06;464.89;466.89;464.40;466.43
1993-12-07;466.43;466.77;465.44;466.76
1993-12-08;465.88;466.73;465.42;466.29
1993-12-09;466.29;466.54;463.87;464.18
1993-12-10;464.18;464.87;462.66;463.93
1993-12-13;463.93;465.71;462.71;465.70
1993-12-14;465.73;466.12;462.46;463.06
1993-12-15;463.06;463.69;461.84;461.84
1993-12-16;461.86;463.98;461.86;463.34
1993-12-17;463.34;466.38;463.34;466.38
1993-12-20;466.38;466.90;465.53;465.85
1993-12-21;465.84;465.92;464.03;465.30
1993-12-22;465.08;467.38;465.08;467.32
1993-12-23;467.30;468.97;467.30;467.38
1993-12-27;467.40;470.55;467.35;470.54
1993-12-28;470.61;471.05;469.43;470.94
1993-12-29;470.88;471.29;469.87;470.58
1993-12-30;470.58;470.58;468.09;468.64
1993-12-31;468.66;470.75;466.45;466.45
1994-01-03;466.51;466.94;464.36;465.44
1994-01-04;465.44;466.89;464.44;466.89
1994-01-05;466.89;467.82;465.92;467.55
1994-01-06;467.55;469;467.02;467.12
1994-01-07;467.09;470.26;467.03;469.90
1994-01-10;469.90;475.27;469.55;475.27
1994-01-11;475.27;475.28;473.27;474.13
1994-01-12;474.13;475.06;472.14;474.17
1994-01-13;474.17;474.17;471.80;472.47
1994-01-14;472.50;475.32;472.50;474.91
1994-01-17;474.91;474.91;472.84;473.30
1994-01-18;473.30;475.19;473.29;474.25
1994-01-19;474.25;474.70;472.21;474.30
1994-01-20;474.30;475;473.42;474.98
1994-01-21;474.98;475.56;473.72;474.72
1994-01-24;474.72;475.20;471.49;471.97
1994-01-25;471.97;472.56;470.27;470.92
1994-01-26;470.92;473.44;470.72;473.20
1994-01-27;473.20;477.52;473.20;477.05
1994-01-28;477.05;479.75;477.05;478.70
1994-01-31;478.70;482.85;478.70;481.61
1994-02-01;481.60;481.64;479.18;479.62
1994-02-02;479.62;482.23;479.57;482
1994-02-03;481.96;481.96;478.71;480.71
1994-02-04;480.68;481.02;469.28;469.81
1994-02-07;469.81;472.09;467.57;471.76
1994-02-08;471.76;472.33;469.50;471.05
1994-02-09;471.05;473.41;471.05;472.77
1994-02-10;472.81;473.13;468.91;468.93
1994-02-11;468.93;471.13;466.89;470.18
1994-02-14;470.18;471.99;469.05;470.23
1994-02-15;470.23;473.41;470.23;472.52
1994-02-16;472.53;474.16;471.94;472.79
1994-02-17;472.79;475.12;468.44;470.34
1994-02-18;470.29;471.09;466.07;467.69
1994-02-22;467.69;471.65;467.58;471.46
1994-02-23;471.48;472.41;469.47;470.69
1994-02-24;470.65;470.65;464.26;464.26
1994-02-25;464.33;466.48;464.33;466.07
1994-02-28;466.07;469.16;466.07;467.14
1994-03-01;467.19;467.43;462.02;464.44
1994-03-02;464.40;464.87;457.49;464.81
1994-03-03;464.81;464.83;462.50;463.01
1994-03-04;463.03;466.16;462.41;464.74
1994-03-07;464.74;468.07;464.74;466.91
1994-03-08;466.92;467.79;465.02;465.88
1994-03-09;465.94;467.42;463.40;467.06
1994-03-10;467.08;467.29;462.46;463.90
1994-03-11;463.86;466.61;462.54;466.44
1994-03-14;466.44;467.60;466.08;467.39
1994-03-15;467.39;468.99;466.04;467.01
1994-03-16;467.04;469.85;465.48;469.42
1994-03-17;469.42;471.05;468.62;470.90
1994-03-18;470.89;471.09;467.83;471.06
1994-03-21;471.06;471.06;467.23;468.54
1994-03-22;468.40;470.47;467.88;468.80
1994-03-23;468.89;470.38;468.52;468.54
1994-03-24;468.57;468.57;462.41;464.35
1994-03-25;464.35;465.29;460.58;460.58
1994-03-28;460.58;461.12;456.10;460
1994-03-29;460;460.32;452.43;452.48
1994-03-30;452.48;452.49;445.55;445.55
1994-03-31;445.55;447.16;436.16;445.77
1994-04-04;445.66;445.66;435.86;438.92
1994-04-05;439.14;448.29;439.14;448.29
1994-04-06;448.29;449.63;444.98;448.05
1994-04-07;448.11;451.10;446.38;450.88
1994-04-08;450.89;450.89;445.51;447.10
1994-04-11;447.12;450.34;447.10;449.87
1994-04-12;449.83;450.80;447.33;447.57
1994-04-13;447.63;448.57;442.62;446.26
1994-04-14;446.26;447.55;443.57;446.38
1994-04-15;446.38;447.85;445.81;446.18
1994-04-18;446.27;447.87;441.48;442.46
1994-04-19;442.54;444.82;438.83;442.54
1994-04-20;442.54;445.01;439.40;441.96
1994-04-21;441.96;449.14;441.96;448.73
1994-04-22;448.73;449.96;447.16;447.63
1994-04-25;447.64;452.71;447.58;452.71
1994-04-26;452.71;452.79;450.66;451.87
1994-04-28;451.84;452.23;447.97;449.10
1994-04-29;449.07;451.35;447.91;450.91
1994-05-02;450.91;453.57;449.05;453.02
1994-05-03;453.06;453.98;450.51;453.03
1994-05-04;453.04;453.11;449.87;451.72
1994-05-05;451.72;452.82;450.72;451.38
1994-05-06;451.37;451.37;445.64;447.82
1994-05-09;447.82;447.82;441.84;442.32
1994-05-10;442.37;446.84;442.37;446.01
1994-05-11;446.03;446.03;440.78;441.49
1994-05-12;441.50;444.80;441.50;443.75
1994-05-13;443.62;444.72;441.21;444.14
1994-05-16;444.15;445.82;443.62;444.49
1994-05-17;444.49;449.37;443.70;449.37
1994-05-18;449.39;454.45;448.87;453.69
1994-05-19;453.69;456.88;453;456.48
1994-05-20;456.48;456.48;454.22;454.92
1994-05-23;454.92;454.92;451.79;453.20
1994-05-24;453.21;456.77;453.21;454.81
1994-05-25;454.84;456.34;452.20;456.34
1994-05-26;456.33;457.77;455.79;457.06
1994-05-27;457.03;457.33;454.67;457.33
1994-05-31;457.32;457.61;455.16;456.50
1994-06-01;456.50;458.29;453.99;457.63
1994-06-02;457.62;458.50;457.26;457.65
1994-06-03;457.65;460.86;456.27;460.13
1994-06-06;460.13;461.87;458.85;458.88
1994-06-07;458.88;459.46;457.65;458.21
1994-06-08;458.21;459.74;455.43;457.06
1994-06-09;457.06;457.87;455.86;457.86
1994-06-10;457.86;459.48;457.36;458.67
1994-06-13;458.67;459.36;457.18;459.10
1994-06-14;459.10;462.52;459.10;462.37
1994-06-15;462.38;463.23;459.95;460.61
1994-06-16;460.61;461.93;459.80;461.93
1994-06-17;461.93;462.16;458.44;458.45
1994-06-20;458.45;458.45;454.46;455.48
1994-06-21;455.48;455.48;449.45;451.34
1994-06-22;451.40;453.91;451.40;453.09
1994-06-23;453.09;454.16;449.43;449.63
1994-06-24;449.63;449.63;442.51;442.80
1994-06-27;442.78;447.76;439.83;447.31
1994-06-28;447.36;448.47;443.08;446.07
1994-06-29;446.05;449.83;446.04;447.63
1994-06-30;447.63;448.61;443.66;444.27
1994-07-01;444.27;446.45;443.58;446.20
1994-07-05;446.20;447.62;445.14;446.37
1994-07-06;446.29;447.28;444.18;446.13
1994-07-07;446.15;448.64;446.15;448.38
1994-07-08;448.38;449.75;446.53;449.55
1994-07-11;449.56;450.24;445.27;448.06
1994-07-12;448.02;448.16;444.65;447.95
1994-07-13;448.03;450.06;447.97;448.73
1994-07-14;448.73;454.33;448.73;453.41
1994-07-15;453.28;454.33;452.80;454.16
1994-07-18;454.41;455.71;453.26;455.22
1994-07-19;455.22;455.30;453.86;453.86
1994-07-20;453.89;454.16;450.69;451.60
1994-07-21;451.60;453.22;451;452.61
1994-07-22;452.61;454.03;452.33;453.11
1994-07-25;453.10;454.32;452.76;454.25
1994-07-26;454.25;454.25;452.78;453.36
1994-07-27;453.36;453.38;451.36;452.57
1994-07-28;452.57;454.93;452.30;454.24
1994-07-29;454.25;459.33;454.25;458.26
1994-08-01;458.28;461.01;458.08;461.01
1994-08-02;461.01;462.77;459.70;460.56
1994-08-03;460.65;461.46;459.51;461.45
1994-08-04;461.45;461.49;458.40;458.40
1994-08-05;458.34;458.34;456.08;457.09
1994-08-08;457.08;458.30;457.01;457.89
1994-08-09;457.89;458.16;456.66;457.92
1994-08-10;457.98;460.48;457.98;460.30
1994-08-11;460.31;461.41;456.88;458.88
1994-08-12;458.88;462.27;458.88;461.94
1994-08-15;461.97;463.34;461.21;461.23
1994-08-16;461.22;465.20;459.89;465.01
1994-08-17;465.11;465.91;464.57;465.17
1994-08-18;465.10;465.10;462.30;463.17
1994-08-19;463.25;464.37;461.81;463.68
1994-08-22;463.61;463.61;461.46;462.32
1994-08-23;462.39;466.58;462.39;464.51
1994-08-24;464.51;469.05;464.51;469.03
1994-08-25;469.07;470.12;467.64;468.08
1994-08-26;468.08;474.65;468.08;473.80
1994-08-29;473.89;477.14;473.89;474.59
1994-08-30;474.59;476.61;473.56;476.07
1994-08-31;476.07;477.59;474.43;475.49
1994-09-01;475.49;475.49;471.74;473.17
1994-09-02;473.20;474.89;470.67;470.99
1994-09-06;471;471.92;469.64;471.86
1994-09-07;471.86;472.41;470.20;470.99
1994-09-08;470.96;473.40;470.86;473.14
1994-09-09;473.13;473.13;466.55;468.18
1994-09-12;468.18;468.42;466.15;466.21
1994-09-13;466.27;468.76;466.27;467.51
1994-09-14;467.55;468.86;466.82;468.80
1994-09-15;468.80;474.81;468.79;474.81
1994-09-16;474.81;474.81;470.06;471.19
1994-09-19;471.21;473.15;470.68;470.85
1994-09-20;470.83;470.83;463.36;463.36
1994-09-21;463.42;464.01;458.47;461.46
1994-09-22;461.45;463.22;460.96;461.27
1994-09-23;461.27;462.14;459.01;459.67
1994-09-26;459.65;460.87;459.31;460.82
1994-09-27;460.82;462.75;459.83;462.05
1994-09-28;462.10;465.55;462.10;464.84
1994-09-29;464.84;464.84;461.51;462.24
1994-09-30;462.27;465.30;461.91;462.71
1994-10-03;462.69;463.31;460.33;461.74
1994-10-04;461.77;462.46;454.03;454.59
1994-10-05;454.59;454.59;449.27;453.52
1994-10-06;453.52;454.49;452.13;452.36
1994-10-07;452.37;455.67;452.13;455.10
1994-10-10;455.12;459.29;455.12;459.04
1994-10-11;459.04;466.34;459.04;465.79
1994-10-12;465.78;466.70;464.79;465.47
1994-10-13;465.56;471.30;465.56;467.79
1994-10-14;467.78;469.53;466.11;469.10
1994-10-17;469.11;469.88;468.16;468.96
1994-10-18;469.02;469.19;466.54;467.66
1994-10-19;467.69;471.43;465.96;470.28
1994-10-20;470.37;470.37;465.39;466.85
1994-10-21;466.69;466.69;463.83;464.89
1994-10-24;464.89;466.37;460.80;460.83
1994-10-25;460.83;461.95;458.26;461.53
1994-10-26;461.55;463.77;461.22;462.62
1994-10-27;462.68;465.85;462.62;465.85
1994-10-28;465.84;473.78;465.80;473.77
1994-10-31;473.76;474.74;472.33;472.35
1994-11-01;472.26;472.26;467.64;468.42
1994-11-02;468.41;470.92;466.36;466.51
1994-11-03;466.50;468.64;466.40;467.91
1994-11-04;467.96;469.28;462.28;462.28
1994-11-07;462.31;463.56;461.25;463.07
1994-11-08;463.08;467.54;463.07;465.65
1994-11-09;465.65;469.95;463.46;465.40
1994-11-10;465.40;467.79;463.73;464.37
1994-11-11;464.17;464.17;461.45;462.35
1994-11-14;462.44;466.29;462.35;466.04
1994-11-15;466.04;468.51;462.95;465.03
1994-11-16;465.06;466.25;464.28;465.62
1994-11-17;465.71;465.83;461.47;463.57
1994-11-18;463.60;463.84;460.25;461.47
1994-11-21;461.69;463.41;457.55;458.30
1994-11-22;457.95;458.03;450.08;450.09
1994-11-23;450.01;450.61;444.18;449.93
1994-11-25;449.94;452.87;449.94;452.29
1994-11-28;452.26;454.19;451.04;454.16
1994-11-29;454.23;455.17;452.14;455.17
1994-11-30;455.17;457.13;453.27;453.69
1994-12-01;453.55;453.91;447.97;448.92
1994-12-02;448.92;453.31;448;453.30
1994-12-05;453.30;455.04;452.06;453.32
1994-12-06;453.29;453.93;450.35;453.11
1994-12-07;453.11;453.11;450.01;451.23
1994-12-08;451.23;452.06;444.59;445.45
1994-12-09;445.45;446.98;442.88;446.96
1994-12-12;446.95;449.48;445.62;449.47
1994-12-13;449.52;451.69;449.43;450.15
1994-12-14;450.05;456.16;450.05;454.97
1994-12-15;454.97;456.84;454.50;455.34
1994-12-16;455.35;458.80;455.35;458.80
1994-12-19;458.78;458.78;456.64;457.91
1994-12-20;458.08;458.45;456.37;457.10
1994-12-21;457.24;461.70;457.17;459.61
1994-12-22;459.62;461.21;459.33;459.68
1994-12-23;459.70;461.32;459.39;459.83
1994-12-27;459.85;462.73;459.85;462.47
1994-12-28;462.47;462.49;459;460.86
1994-12-29;460.92;461.81;460.36;461.17
1994-12-30;461.17;462.12;459.24;459.27
1995-01-03;459.21;459.27;457.20;459.11
1995-01-04;459.13;460.72;457.56;460.71
1995-01-05;460.73;461.30;459.75;460.34
1995-01-06;460.38;462.49;459.47;460.68
1995-01-09;460.67;461.77;459.74;460.83
1995-01-10;460.90;464.59;460.90;461.68
1995-01-11;461.68;463.61;458.65;461.66
1995-01-12;461.64;461.93;460.63;461.64
1995-01-13;461.64;466.43;461.64;465.97
1995-01-16;465.97;470.39;465.97;469.38
1995-01-17;469.38;470.15;468.19;470.05
1995-01-18;470.05;470.43;468.03;469.71
1995-01-19;469.72;469.72;466.40;466.95
1995-01-20;466.95;466.99;463.99;464.78
1995-01-23;464.78;466.23;461.14;465.82
1995-01-24;465.81;466.88;465.47;465.86
1995-01-25;465.86;469.51;464.40;467.44
1995-01-26;467.44;468.62;466.90;468.32
1995-01-27;468.32;471.36;468.32;470.39
1995-01-30;470.39;470.52;467.49;468.51
1995-01-31;468.51;471.03;468.18;470.42
1995-02-01;470.42;472.75;469.29;470.40
1995-02-02;470.40;472.79;469.95;472.79
1995-02-03;472.78;479.91;472.78;478.65
1995-02-06;478.64;481.95;478.36;481.14
1995-02-07;481.14;481.32;479.69;480.81
1995-02-08;480.81;482.60;480.40;481.19
1995-02-09;481.19;482;479.91;480.19
1995-02-10;480.19;481.96;479.53;481.46
1995-02-13;481.46;482.86;481.07;481.65
1995-02-14;481.65;482.94;480.89;482.55
1995-02-15;482.55;485.54;481.77;484.54
1995-02-16;484.56;485.22;483.05;485.22
1995-02-17;485.15;485.22;481.97;481.97
1995-02-21;481.95;483.26;481.94;482.72
1995-02-22;482.74;486.15;482.45;485.07
1995-02-23;485.07;489.19;485.07;486.91
1995-02-24;486.82;488.28;485.70;488.11
1995-02-27;488.26;488.26;483.18;483.81
1995-02-28;483.81;487.44;483.77;487.39
1995-03-01;487.39;487.83;484.92;485.65
1995-03-02;485.65;485.71;483.19;485.13
1995-03-03;485.13;485.42;483.07;485.42
1995-03-06;485.42;485.70;481.52;485.63
1995-03-07;485.63;485.63;479.70;482.12
1995-03-08;482.12;484.08;481.57;483.14
1995-03-09;483.14;483.74;482.05;483.16
1995-03-10;483.16;490.37;483.16;489.57
1995-03-13;489.57;491.28;489.35;490.05
1995-03-14;490.05;493.69;490.05;492.89
1995-03-15;492.89;492.89;490.83;491.88
1995-03-16;491.87;495.74;491.78;495.41
1995-03-17;495.43;496.67;494.95;495.52
1995-03-20;495.52;496.61;495.27;496.14
1995-03-21;496.15;499.19;494.04;495.07
1995-03-22;495.07;495.67;493.67;495.67
1995-03-23;495.67;496.77;494.19;495.95
1995-03-24;496.07;500.97;496.07;500.97
1995-03-27;500.97;503.20;500.93;503.20
1995-03-28;503.19;503.91;501.83;503.90
1995-03-29;503.92;508.15;500.96;503.12
1995-03-30;503.17;504.66;501;502.22
1995-03-31;501.94;502.22;495.70;500.71
1995-04-03;500.70;501.91;500.20;501.85
1995-04-04;501.85;505.26;501.85;505.24
1995-04-05;505.27;505.57;503.17;505.57
1995-04-06;505.63;507.10;505;506.08
1995-04-07;506.13;507.19;503.59;506.42
1995-04-10;506.30;507.01;504.61;507.01
1995-04-11;507.24;508.85;505.29;505.53
1995-04-12;505.59;507.17;505.07;507.17
1995-04-13;507.19;509.83;507.17;509.23
1995-04-17;509.23;512.03;505.43;506.13
1995-04-18;506.43;507.65;504.12;505.37
1995-04-19;505.37;505.89;501.19;504.92
1995-04-20;504.92;506.50;503.44;505.29
1995-04-21;505.63;508.49;505.63;508.49
1995-04-24;508.49;513.02;507.44;512.89
1995-04-25;512.80;513.54;511.32;512.10
1995-04-26;511.99;513.04;510.47;512.66
1995-04-27;512.70;513.62;511.63;513.55
1995-04-28;513.64;515.29;510.90;514.71
1995-05-01;514.76;515.60;513.42;514.26
1995-05-02;514.23;515.18;513.03;514.86
1995-05-03;514.93;520.54;514.86;520.48
1995-05-04;520.48;525.40;519.44;520.54
1995-05-05;520.75;522.35;518.28;520.12
1995-05-08;520.09;525.15;519.14;523.96
1995-05-09;523.96;525.99;521.79;523.56
1995-05-10;523.74;524.40;521.53;524.36
1995-05-11;524.33;524.89;522.70;524.37
1995-05-12;524.37;527.05;523.30;525.55
1995-05-15;525.55;527.74;525;527.74
1995-05-16;527.74;529.08;526.45;528.19
1995-05-17;528.19;528.42;525.38;527.07
1995-05-18;526.88;526.88;519.58;519.58
1995-05-19;519.58;519.58;517.07;519.19
1995-05-22;519.19;524.34;519.19;523.65
1995-05-23;523.65;528.59;523.65;528.59
1995-05-24;528.59;531.91;525.57;528.61
1995-05-25;528.37;529.04;524.89;528.59
1995-05-26;528.59;528.59;522.51;523.65
1995-05-30;523.65;525.58;521.38;523.58
1995-05-31;523.70;533.41;522.17;533.40
1995-06-01;533.40;534.21;530.05;533.49
1995-06-02;533.49;536.91;529.55;532.51
1995-06-05;532.51;537.73;532.47;535.60
1995-06-06;535.60;537.09;535.14;535.55
1995-06-07;535.55;535.55;531.66;533.13
1995-06-08;533.13;533.56;531.65;532.35
1995-06-09;532.35;532.35;526;527.94
1995-06-12;527.94;532.54;527.94;530.88
1995-06-13;530.88;536.23;530.88;536.05
1995-06-14;536.05;536.48;533.83;536.47
1995-06-15;536.48;539.07;535.56;537.12
1995-06-16;537.51;539.98;537.12;539.83
1995-06-19;539.83;545.22;539.83;545.22
1995-06-20;545.22;545.44;543.43;544.98
1995-06-21;544.98;545.93;543.90;543.98
1995-06-22;543.98;551.07;543.98;551.07
1995-06-23;551.07;551.07;548.23;549.71
1995-06-26;549.71;549.79;544.06;544.13
1995-06-27;544.11;547.07;542.19;542.43
1995-06-28;542.43;546.33;540.72;544.73
1995-06-29;544.73;546.25;540.79;543.87
1995-06-30;543.87;546.82;543.51;544.75
1995-07-03;544.75;547.10;544.43;547.09
1995-07-05;547.09;549.98;546.28;547.26
1995-07-06;547.26;553.99;546.59;553.99
1995-07-07;553.90;556.57;553.05;556.37
1995-07-10;556.37;558.48;555.77;557.19
1995-07-11;556.78;557.19;553.80;554.78
1995-07-12;555.27;561.56;554.27;560.89
1995-07-13;560.89;562;559.07;561
1995-07-14;561;561;556.41;559.89
1995-07-17;560.34;562.94;559.45;562.72
1995-07-18;562.55;562.72;556.86;558.46
1995-07-19;556.58;558.46;542.51;550.98
1995-07-20;550.98;554.43;549.10;553.54
1995-07-21;553.34;554.73;550.91;553.62
1995-07-24;553.62;557.21;553.62;556.63
1995-07-25;556.63;561.75;556.34;561.10
1995-07-26;561.10;563.78;560.85;561.61
1995-07-27;561.61;565.33;561.61;565.22
1995-07-28;565.22;565.40;562.04;562.93
1995-07-31;562.93;563.49;560.06;562.06
1995-08-01;562.06;562.11;556.67;559.64
1995-08-02;559.64;565.62;557.87;558.80
1995-08-03;558.80;558.80;554.10;558.75
1995-08-04;558.75;559.57;557.91;558.94
1995-08-07;558.94;561.24;558.94;560.03
1995-08-08;560.03;561.53;558.32;560.39
1995-08-09;560.39;561.59;559.29;559.71
1995-08-10;559.71;560.63;556.05;557.45
1995-08-11;557.45;558.50;553.04;555.11
1995-08-14;555.11;559.74;554.76;559.74
1995-08-15;559.74;559.98;555.22;558.57
1995-08-16;558.57;559.98;557.37;559.97
1995-08-17;559.97;559.97;557.42;559.04
1995-08-18;559.04;561.24;558.34;559.21
1995-08-21;559.21;563.34;557.89;558.11
1995-08-22;558.11;559.52;555.87;559.52
1995-08-23;559.52;560;557.08;557.14
1995-08-24;557.14;558.63;555.20;557.46
1995-08-25;557.46;561.31;557.46;560.10
1995-08-28;560.10;562.22;557.99;559.05
1995-08-29;559.05;560.01;555.71;560
1995-08-30;560;561.52;559.49;560.92
1995-08-31;561.09;562.36;560.49;561.88
1995-09-01;561.88;564.62;561.01;563.84
1995-09-05;563.86;569.20;563.84;569.17
1995-09-06;569.17;570.53;569;570.17
1995-09-07;570.17;571.11;569.23;570.29
1995-09-08;570.29;572.68;569.27;572.68
1995-09-11;572.68;575.15;572.68;573.91
1995-09-12;573.91;576.51;573.11;576.51
1995-09-13;576.51;579.72;575.47;578.77
1995-09-14;578.77;583.99;578.77;583.61
1995-09-15;583.61;585.07;581.79;583.35
1995-09-18;583.35;583.37;579.36;582.77
1995-09-19;582.78;584.24;580.75;584.20
1995-09-20;584.20;586.77;584.18;586.77
1995-09-21;586.77;586.79;580.91;583
1995-09-22;583;583;578.25;581.73
1995-09-25;581.73;582.14;579.50;581.81
1995-09-26;581.81;584.66;580.65;581.41
1995-09-27;581.41;581.42;574.68;581.04
1995-09-28;581.04;585.88;580.69;585.87
1995-09-29;585.87;587.61;584;584.41
1995-10-02;584.41;585.05;580.54;581.72
1995-10-03;581.72;582.34;578.48;582.34
1995-10-04;582.34;582.34;579.91;581.47
1995-10-05;581.47;582.63;579.58;582.63
1995-10-06;582.63;584.54;582.10;582.49
1995-10-09;582.49;582.49;576.35;578.37
1995-10-10;578.37;578.37;571.55;577.52
1995-10-11;577.52;579.52;577.08;579.46
1995-10-12;579.46;583.12;579.46;583.10
1995-10-13;583.10;587.39;583.10;584.50
1995-10-16;584.50;584.86;582.63;583.03
1995-10-17;583.03;586.78;581.90;586.78
1995-10-18;586.78;589.77;586.27;587.44
1995-10-19;587.44;590.66;586.34;590.65
1995-10-20;590.65;590.66;586.78;587.46
1995-10-23;587.46;587.46;583.73;585.06
1995-10-24;585.06;587.31;584.75;586.54
1995-10-25;586.54;587.19;581.41;582.47
1995-10-26;582.47;582.63;572.53;576.72
1995-10-27;576.72;579.71;573.21;579.70
1995-10-30;579.70;583.79;579.70;583.25
1995-10-31;583.25;586.71;581.50;581.50
1995-11-01;581.50;584.24;581.04;584.22
1995-11-02;584.22;589.72;584.22;589.72
1995-11-03;589.72;590.57;588.65;590.57
1995-11-06;590.57;590.64;588.31;588.46
1995-11-07;588.46;588.46;584.24;586.32
1995-11-08;586.32;591.71;586.32;591.71
1995-11-09;591.71;593.90;590.89;593.26
1995-11-10;593.26;593.26;590.39;592.72
1995-11-13;592.72;593.72;590.58;592.30
1995-11-14;592.30;592.30;588.98;589.29
1995-11-15;589.29;593.97;588.36;593.96
1995-11-16;593.96;597.91;593.52;597.34
1995-11-17;597.34;600.14;597.30;600.07
1995-11-20;600.07;600.40;596.17;596.85
1995-11-21;596.85;600.28;595.42;600.24
1995-11-22;600.24;600.71;598.40;598.40
1995-11-24;598.40;600.24;598.40;599.97
1995-11-27;599.97;603.35;599.97;601.32
1995-11-28;601.32;606.45;599.02;606.45
1995-11-29;606.45;607.66;605.47;607.64
1995-11-30;607.64;608.69;605.37;605.37
1995-12-01;605.37;608.11;605.37;606.98
1995-12-04;606.98;613.83;606.84;613.68
1995-12-05;613.68;618.48;613.14;617.68
1995-12-06;617.68;621.11;616.69;620.18
1995-12-07;620.18;620.19;615.21;616.17
1995-12-08;616.17;617.82;614.32;617.48
1995-12-11;617.48;620.90;617.14;619.52
1995-12-12;619.52;619.55;617.68;618.78
1995-12-13;618.78;622.02;618.27;621.69
1995-12-14;621.69;622.88;616.13;616.92
1995-12-15;616.92;617.72;614.46;616.34
1995-12-18;616.34;616.34;606.13;606.81
1995-12-19;606.81;611.94;605.05;611.93
1995-12-20;611.93;614.27;605.93;605.94
1995-12-21;605.94;610.52;605.94;610.49
1995-12-22;610.49;613.50;610.45;611.95
1995-12-26;611.96;614.50;611.96;614.30
1995-12-27;614.30;615.73;613.75;614.53
1995-12-28;614.53;615.50;612.40;614.12
1995-12-29;614.12;615.93;612.36;615.93
1996-01-02;615.93;620.74;613.17;620.73
1996-01-03;620.73;623.25;619.56;621.32
1996-01-04;621.32;624.49;613.96;617.70
1996-01-05;617.70;617.70;612.02;616.71
1996-01-08;616.71;618.46;616.49;618.46
1996-01-09;618.46;619.15;608.21;609.45
1996-01-10;609.45;609.45;597.29;598.48
1996-01-11;598.48;602.71;597.54;602.69
1996-01-12;602.69;604.80;597.46;601.81
1996-01-15;601.81;603.43;598.47;599.82
1996-01-16;599.82;608.44;599.05;608.44
1996-01-17;608.44;609.93;604.70;606.37
1996-01-18;606.37;608.27;604.12;608.24
1996-01-19;608.24;612.92;606.76;611.83
1996-01-22;611.83;613.45;610.95;613.40
1996-01-23;613.40;613.40;610.65;612.79
1996-01-24;612.79;619.96;612.79;619.96
1996-01-25;619.96;620.15;616.62;617.03
1996-01-26;617.03;621.70;615.26;621.62
1996-01-29;621.62;624.22;621.42;624.22
1996-01-30;624.22;630.29;624.22;630.15
1996-01-31;630.15;636.18;629.48;636.02
1996-02-01;636.02;638.46;634.54;638.46
1996-02-02;638.46;639.26;634.29;635.84
1996-02-05;635.84;641.43;633.71;641.43
1996-02-06;641.43;646.67;639.68;646.33
1996-02-07;646.33;649.93;645.59;649.93
1996-02-08;649.93;656.54;647.93;656.07
1996-02-09;656.07;661.08;653.64;656.37
1996-02-12;656.37;662.95;656.34;661.45
1996-02-13;661.45;664.23;657.92;660.51
1996-02-14;660.51;661.53;654.36;655.58
1996-02-15;655.58;656.84;651.15;651.32
1996-02-16;651.32;651.42;646.99;647.98
1996-02-20;647.98;647.98;638.79;640.65
1996-02-21;640.65;648.11;640.65;648.10
1996-02-22;648.10;659.75;648.10;658.86
1996-02-23;658.86;663;652.25;659.08
1996-02-26;659.08;659.08;650.16;650.46
1996-02-27;650.46;650.62;643.87;647.24
1996-02-28;647.24;654.39;643.99;644.75
1996-02-29;644.75;646.95;639.01;640.43
1996-03-01;640.43;644.38;635;644.37
1996-03-04;644.37;653.54;644.37;650.81
1996-03-05;650.81;655.80;648.77;655.79
1996-03-06;655.79;656.97;651.61;652
1996-03-07;652;653.65;649.54;653.65
1996-03-08;653.65;653.65;627.63;633.50
1996-03-11;633.50;640.41;629.95;640.02
1996-03-12;640.02;640.02;628.82;637.09
1996-03-13;637.09;640.52;635.19;638.55
1996-03-14;638.55;644.17;638.55;640.87
1996-03-15;640.87;642.87;638.35;641.43
1996-03-18;641.43;652.65;641.43;652.65
1996-03-19;652.65;656.18;649.80;651.69
1996-03-20;651.69;653.13;645.57;649.98
1996-03-21;649.98;651.54;648.10;649.19
1996-03-22;649.19;652.08;649.19;650.62
1996-03-25;650.62;655.50;648.82;650.04
1996-03-26;650.04;654.31;648.15;652.97
1996-03-27;652.97;653.94;647.60;648.91
1996-03-28;648.91;649.58;646.36;648.94
